,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
9360,Laptop,63172393,Lenovo,ThinkPad,2014-02-14,2021-07-05,No,Yes,No,Average,9.92,Average
9361,Laptop,22168443,Lenovo,ThinkPad,2017-04-08,2021-06-18,No,No,No,Poor,4.65,Poor
9362,Laptop,69062094,Lenovo,ThinkPad,2018-05-02,2021-07-06,No,Yes,Yes,Poor,3.72,Poor
9363,Laptop,67064120,Apple,ProBook,2020-11-17,2021-03-25,No,No,Yes,Good,14.41,Good
9364,Smart Phone,78508743,Blackberry,Torch,2018-10-09,2021-04-12,No,Yes,No,Good,19.69,Good
9365,Smart Phone,66664956,Apple,Iphone 6,2017-10-09,2021-01-24,No,No,Yes,Poor,4.63,Poor
9366,Laptop,48700498,Apple,MacBook,2017-12-01,2021-04-20,No,Yes,No,Poor,2.93,Poor
9367,Smart Phone,34333440,Samsung,Galaxy Note 9,2015-10-06,2021-07-28,No,Yes,No,Average,7.79,Average
9368,Smart Phone,17403184,OnePlus,OnePlus 7pro,2014-02-27,2021-03-18,No,No,No,Good,18.72,Good
9369,Smart Phone,92830127,Oppo,Joy,2018-10-13,2021-06-15,No,Yes,No,Poor,1.76,Poor
9370,Smart Phone,97032687,Oppo,Find 7,2017-06-06,2021-07-02,No,Yes,No,Average,6.2,Average
9371,Laptop,93914543,Lenovo,ThinkPad,2018-03-31,2021-01-05,No,No,No,Poor,2.66,Poor
9372,Smart Phone,74587605,Oppo,Joy,2017-02-03,2021-08-04,No,No,No,Poor,4.61,Poor
9373,Laptop,24462419,Lenovo,ThinkPad,2018-12-18,2021-06-06,No,Yes,No,Good,17.91,Good
9374,Smart Phone,56612196,OnePlus,OnePlus 6T,2016-12-16,2021-04-20,No,No,No,Good,18.46,Good
9375,Laptop,01222258,Dell,Inspiron,2019-06-21,2021-01-14,No,No,No,Good,18.3,Good
9376,Smart Phone,40668130,Nokia,G300,2014-03-17,2021-05-31,Yes,Yes,Yes,Average,7.63,Average
9377,Laptop,07499944,Apple,MacBook,2016-04-09,2021-07-11,No,No,Yes,Poor,4.48,Poor
9378,Laptop,52987618,Lenovo,ThinkPad,2019-09-07,2021-01-01,Yes,Yes,Yes,Good,15.5,Good
9379,Smart Phone,43163892,Samsung,Galaxy J7 duo,2015-07-24,2021-05-06,No,No,No,Good,16.61,Good
9380,Laptop,90801259,Apple,ProBook,2016-06-03,2021-01-18,No,No,Yes,Average,6.53,Average
9381,Feature Phone,12700271,Nokia,215,2018-11-06,2021-02-20,Yes,Yes,Yes,Poor,2.6,Poor
9382,Smart Phone,33213446,Apple,Iphone 5,2018-03-05,2021-03-31,No,No,No,Average,8.13,Average
9383,Smart Phone,05298532,Oppo,A11k,2016-10-30,2021-03-12,No,Yes,No,Good,18.4,Good
9384,Feature Phone,33156590,Samsung,8000,2016-08-24,2021-02-16,Yes,No,Yes,Average,6.34,Average
9385,Feature Phone,50666836,Samsung,5310,2019-02-17,2021-04-30,No,No,No,Average,8.37,Average
9386,Laptop,71693859,Dell,Vostro,2016-03-04,2021-08-05,No,No,No,Good,15.34,Good
9387,Laptop,87023596,HP,EliteBook,2018-01-15,2021-02-23,No,Yes,No,Poor,3.51,Poor
9388,Laptop,75263805,Apple,MacBook,2019-03-15,2021-08-04,No,Yes,Yes,Good,12.84,Good
9389,Laptop,82713232,Dell,Vostro,2015-11-09,2021-01-24,Yes,No,Yes,Poor,1.84,Poor
9390,Feature Phone,47931930,Nokia,8000,2017-10-04,2021-02-07,No,Yes,No,Average,9.82,Average
9391,Smart Phone,15724854,Oppo,Neo,2015-11-22,2021-04-01,Yes,No,Yes,Good,13.45,Good
9392,Laptop,67858514,Apple,MacBook,2020-01-01,2021-04-01,No,Yes,No,Average,9.72,Average
9393,Laptop,88368610,Dell,Inspiron,2019-03-25,2021-06-07,No,Yes,Yes,Poor,2.45,Poor
9394,Smart Phone,64489285,Oppo,N1,2020-03-28,2021-01-04,No,No,No,Average,6.47,Average
9395,Laptop,98980321,Lenovo,Ideapad,2019-07-22,2021-01-16,No,Yes,No,Good,11.23,Good
9396,Smart Phone,64589244,OnePlus,OnePlus nord,2015-11-17,2021-08-09,No,No,No,Average,6.78,Average
9397,Laptop,94394665,HP,EliteBook,2015-11-14,2021-03-16,Yes,No,Yes,Average,9.92,Average
9398,Laptop,07522246,Apple,ProBook,2014-07-01,2021-04-07,No,Yes,No,Average,6.93,Average
9399,Smart Phone,05327973,Oppo,A11k,2016-05-21,2021-05-14,No,Yes,No,Poor,4.12,Poor
9400,Smart Phone,21947698,Samsung,Galaxy S9,2018-11-24,2021-01-01,No,Yes,Yes,Poor,1.28,Poor
9401,Laptop,84677891,HP,Probook,2018-12-24,2021-06-12,No,No,No,Average,8.35,Average
9402,Laptop,26899053,HP,EliteBook,2016-09-17,2021-03-28,No,Yes,Yes,Average,8.28,Average
9403,Smart Phone,97411307,Oppo,Neo,2015-02-05,2021-06-19,Yes,Yes,Yes,Poor,2.2,Poor
9404,Feature Phone,57578125,Nokia,6300,2018-10-11,2021-01-09,Yes,No,Yes,Average,7.8,Average
9405,Smart Phone,22216397,OnePlus,OnePlus nord,2019-08-20,2021-07-29,No,Yes,No,Good,18.12,Good
9406,Smart Phone,26364438,Blackberry,Curve,2018-07-23,2021-06-26,No,Yes,Yes,Average,9.21,Average
9407,Laptop,49045482,Dell,Vostro,2016-01-20,2021-03-10,No,Yes,No,Good,19.57,Good
9408,Laptop,31348959,Lenovo,ThinkPad,2019-12-17,2021-05-13,No,Yes,No,Good,14.64,Good
9409,Laptop,94591521,Dell,Inspiron,2020-09-08,2021-07-04,No,No,No,Average,8.32,Average
9410,Feature Phone,57267319,Samsung,215,2017-06-12,2021-04-08,No,No,Yes,Average,8.77,Average
9411,Laptop,68328627,HP,Probook,2016-08-08,2021-03-19,Yes,Yes,Yes,Good,12.11,Good
9412,Feature Phone,54516427,Samsung,125,2018-10-23,2021-07-17,No,No,No,Poor,1.4,Poor
9413,Feature Phone,54309388,Samsung,5310,2017-04-09,2021-04-01,Yes,Yes,Yes,Average,9.4,Average
9414,Laptop,71972800,Dell,Vostro,2017-02-27,2021-03-09,No,Yes,No,Average,6.73,Average
9415,Feature Phone,73893905,Nokia,6300,2015-07-27,2021-02-04,Yes,No,Yes,Poor,2.95,Poor
9416,Laptop,36880652,Dell,Inspiron,2018-10-01,2021-01-28,No,No,No,Average,8.28,Average
9417,Laptop,64705774,Lenovo,ThinkPad,2019-08-21,2021-05-18,No,Yes,Yes,Good,15.88,Good
9418,Smart Phone,07739514,Apple,Iphone 6,2018-08-25,2021-03-21,No,No,Yes,Poor,4.44,Poor
9419,Smart Phone,54491847,Apple,Iphone XR,2020-05-27,2021-02-13,No,Yes,No,Average,8.6,Average
9420,Smart Phone,79364416,Blackberry,Aurora,2015-11-27,2021-04-17,Yes,Yes,Yes,Good,12.1,Good
9421,Smart Phone,21785795,Apple,Iphone 11,2016-04-07,2021-05-09,No,No,Yes,Poor,1.49,Poor
9422,Smart Phone,11286332,Oppo,A52,2018-03-13,2021-05-18,No,No,Yes,Average,9.25,Average
9423,Laptop,38248016,HP,EliteBook,2016-12-30,2021-07-13,No,Yes,No,Good,12.35,Good
9424,Smart Phone,03997727,Samsung,Galaxy A6,2014-04-28,2021-07-05,No,No,No,Poor,1.89,Poor
9425,Laptop,17513449,Dell,Vostro,2016-02-13,2021-06-27,No,No,No,Average,7.96,Average
9426,Laptop,16884816,Lenovo,ThinkPad,2020-03-02,2021-03-19,No,No,No,Poor,1.29,Poor
9427,Laptop,77937612,HP,EliteBook,2015-07-11,2021-05-30,No,No,No,Good,18.64,Good
9428,Smart Phone,61922938,Samsung,Galaxy Note 9,2020-08-09,2021-01-13,No,No,No,Poor,4.92,Poor
9429,Feature Phone,77916020,Nokia,215,2015-04-14,2021-02-07,Yes,Yes,Yes,Good,17.27,Good
9430,Feature Phone,83143946,Samsung,8000,2014-06-15,2021-03-26,No,No,Yes,Average,6.69,Average
9431,Smart Phone,38407956,Samsung,Galaxy S9,2016-11-22,2021-02-26,No,No,Yes,Good,17.99,Good
9432,Laptop,75850890,Dell,Inspiron,2018-06-08,2021-07-09,No,Yes,No,Average,7.96,Average
9433,Smart Phone,07358425,Samsung,Galaxy S9,2017-04-26,2021-03-12,No,Yes,Yes,Poor,2.6,Poor
9434,Laptop,12657179,Lenovo,Ideapad,2017-05-28,2021-05-23,No,Yes,No,Good,14.13,Good
9435,Feature Phone,84615145,Nokia,215,2019-09-14,2021-05-07,No,No,No,Average,7.23,Average
9436,Smart Phone,92308350,Samsung,Galaxy S9,2015-10-28,2021-05-24,No,Yes,No,Average,9.9,Average
9437,Smart Phone,64235844,Nokia,X10,2016-01-25,2021-05-29,No,No,No,Poor,1.94,Poor
9438,Feature Phone,50895793,Samsung,8000,2016-10-20,2021-08-06,No,No,No,Average,7.61,Average
9439,Smart Phone,04915980,OnePlus,OnePlus 7pro,2016-12-22,2021-02-03,No,No,No,Poor,2.21,Poor
9440,Laptop,19347561,Apple,ProBook,2017-10-09,2021-08-05,No,No,No,Good,11.87,Good
9441,Smart Phone,59880530,Blackberry,Passport,2019-11-19,2021-04-19,No,No,No,Good,14.77,Good
9442,Laptop,37228927,Dell,Vostro,2015-11-15,2021-05-23,Yes,No,Yes,Poor,4.54,Poor
9443,Laptop,05892051,Dell,Vostro,2015-10-30,2021-04-27,No,No,Yes,Average,9.57,Average
9444,Smart Phone,22307996,Samsung,Galaxy A6,2018-10-22,2021-05-13,Yes,Yes,Yes,Poor,4.61,Poor
9445,Feature Phone,22279934,Samsung,6300,2015-05-14,2021-07-02,No,Yes,Yes,Good,19.69,Good
9446,Feature Phone,48386531,Samsung,125,2017-05-11,2021-03-26,No,Yes,No,Good,18.12,Good
9447,Laptop,51092306,Apple,MacBook,2019-10-21,2021-03-13,No,Yes,Yes,Poor,1.0,Poor
9448,Smart Phone,50747610,Apple,Iphone 11,2018-10-21,2021-02-10,No,No,Yes,Good,19.2,Good
9449,Smart Phone,11137252,Blackberry,Torch,2015-08-28,2021-08-07,No,No,Yes,Average,8.5,Average
9450,Laptop,14386398,Apple,ProBook,2018-02-21,2021-07-02,Yes,Yes,Yes,Average,9.61,Average
9451,Laptop,60806307,Dell,Vostro,2020-02-09,2021-01-01,No,No,No,Average,6.66,Average
9452,Feature Phone,72351390,Nokia,215,2017-10-03,2021-02-11,No,Yes,No,Average,8.57,Average
9453,Smart Phone,07741708,OnePlus,OnePlus 7pro,2014-06-14,2021-04-19,No,Yes,Yes,Poor,1.19,Poor
9454,Smart Phone,67763146,Samsung,Galaxy A6,2015-06-23,2021-02-02,Yes,Yes,Yes,Poor,3.81,Poor
9455,Laptop,19262703,Dell,Inspiron,2015-04-14,2021-08-07,No,No,Yes,Average,9.17,Average
9456,Laptop,79551427,Apple,ProBook,2015-08-07,2021-04-06,No,Yes,No,Good,16.8,Good
9457,Feature Phone,59034919,Samsung,215,2017-08-13,2021-03-23,No,No,Yes,Average,7.82,Average
9458,Smart Phone,54562479,Nokia,X20,2015-11-15,2021-08-04,No,Yes,No,Poor,4.58,Poor
9459,Smart Phone,63609677,Apple,Iphone 11,2018-09-01,2021-06-10,Yes,No,Yes,Good,11.79,Good
9460,Feature Phone,24073561,Samsung,5310,2015-03-20,2021-07-18,No,No,No,Poor,3.61,Poor
9461,Feature Phone,98510931,Nokia,6300,2015-08-16,2021-07-19,No,Yes,No,Poor,2.94,Poor
9462,Smart Phone,72666869,OnePlus,OnePlus 6T,2016-01-17,2021-04-25,No,No,No,Poor,4.7,Poor
9463,Smart Phone,24311410,OnePlus,OnePlus 9R,2014-01-07,2021-03-16,Yes,No,Yes,Average,8.2,Average
9464,Smart Phone,52563904,Nokia,G50,2016-11-11,2021-07-02,No,No,No,Good,15.86,Good
9465,Feature Phone,01953015,Nokia,225,2017-04-13,2021-01-16,Yes,No,Yes,Good,18.89,Good
9466,Feature Phone,46457028,Samsung,5310,2018-07-20,2021-02-25,No,Yes,Yes,Good,12.75,Good
9467,Smart Phone,93959711,OnePlus,OnePlus 9R,2015-03-03,2021-07-16,No,No,No,Average,8.49,Average
9468,Laptop,37267063,Apple,ProBook,2017-03-23,2021-01-11,No,Yes,Yes,Good,14.11,Good
9469,Laptop,01973228,Lenovo,Ideapad,2018-10-21,2021-04-06,No,No,Yes,Poor,2.11,Poor
9470,Feature Phone,33293042,Samsung,225,2015-01-09,2021-01-20,No,No,No,Good,17.3,Good
9471,Smart Phone,97486015,OnePlus,OnePlus 9R,2015-01-02,2021-04-28,Yes,Yes,Yes,Poor,4.98,Poor
9472,Smart Phone,19017778,Samsung,Galaxy Note 9,2014-02-26,2021-01-09,No,Yes,No,Average,9.75,Average
9473,Laptop,77629333,HP,EliteBook,2016-07-22,2021-06-15,No,Yes,No,Poor,3.4,Poor
9474,Smart Phone,54629271,Nokia,X10,2020-12-25,2021-02-03,No,No,Yes,Good,11.33,Good
9475,Laptop,63663020,Dell,Inspiron,2014-10-06,2021-03-02,No,Yes,No,Average,9.28,Average
9476,Laptop,05497225,Lenovo,Ideapad,2014-03-05,2021-04-05,No,No,No,Average,8.57,Average
9477,Smart Phone,67728794,Samsung,Galaxy A8s,2014-08-29,2021-01-23,No,No,Yes,Good,13.7,Good
9478,Laptop,31280181,Dell,Inspiron,2015-05-26,2021-01-25,No,No,No,Poor,4.17,Poor
9479,Feature Phone,52244018,Samsung,125,2019-11-30,2021-01-19,No,Yes,Yes,Good,16.14,Good
9480,Smart Phone,65755426,OnePlus,OnePlus 8,2014-11-15,2021-04-16,No,Yes,No,Good,16.25,Good
9481,Smart Phone,95727356,Blackberry,Aurora,2014-12-22,2021-06-24,No,No,Yes,Average,9.69,Average
9482,Laptop,92683518,HP,Probook,2017-05-28,2021-05-28,No,No,No,Poor,4.52,Poor
9483,Feature Phone,65952986,Samsung,125,2014-08-24,2021-07-28,Yes,Yes,Yes,Poor,1.79,Poor
9484,Feature Phone,71063263,Nokia,215,2016-10-05,2021-01-14,No,Yes,No,Average,9.84,Average
9485,Feature Phone,63893168,Samsung,215,2014-11-29,2021-05-17,No,No,Yes,Poor,3.84,Poor
9486,Smart Phone,40439761,Nokia,G300,2017-06-04,2021-05-10,No,Yes,No,Average,9.66,Average
9487,Feature Phone,43950881,Samsung,8000,2016-09-10,2021-02-04,No,No,No,Good,19.98,Good
9488,Feature Phone,97055693,Nokia,215,2014-01-22,2021-02-17,No,No,No,Average,9.66,Average
9489,Smart Phone,35317500,Samsung,Galaxy J7 duo,2016-02-28,2021-02-15,No,No,Yes,Poor,4.54,Poor
9490,Feature Phone,79399067,Nokia,215,2020-04-08,2021-02-07,No,No,No,Poor,3.7,Poor
9491,Smart Phone,78988132,Oppo,Neo,2014-07-28,2021-07-19,No,Yes,No,Good,12.89,Good
9492,Smart Phone,40857527,Samsung,Galaxy S9,2016-02-07,2021-01-21,No,No,No,Good,15.7,Good
9493,Smart Phone,24212175,Apple,Iphone 5S,2018-02-05,2021-05-17,Yes,Yes,Yes,Average,8.8,Average
9494,Smart Phone,71352305,Oppo,N1,2018-07-15,2021-02-02,Yes,No,Yes,Poor,1.38,Poor
9495,Laptop,18636086,HP,Probook,2017-04-16,2021-06-23,Yes,Yes,Yes,Good,12.72,Good
9496,Feature Phone,17691864,Samsung,5310,2017-06-21,2021-07-20,Yes,Yes,Yes,Good,17.7,Good
9497,Laptop,61439634,Lenovo,Ideapad,2014-10-25,2021-01-07,No,Yes,No,Poor,2.58,Poor
9498,Feature Phone,47377165,Nokia,8000,2019-12-29,2021-06-09,No,No,No,Good,12.87,Good
9499,Feature Phone,54112773,Nokia,215,2020-04-05,2021-05-11,No,No,Yes,Poor,4.3,Poor
9500,Feature Phone,75389017,Samsung,5310,2014-02-17,2021-05-21,No,No,No,Average,9.62,Average
9501,Laptop,38135248,Dell,Inspiron,2015-12-15,2021-03-31,Yes,No,Yes,Average,7.41,Average
9502,Smart Phone,83775840,Oppo,A3s,2018-02-18,2021-07-28,No,Yes,Yes,Good,16.53,Good
9503,Smart Phone,26394749,Blackberry,Aurora,2015-04-15,2021-06-18,Yes,Yes,Yes,Good,13.55,Good
9504,Laptop,53060303,Apple,MacBook,2020-07-29,2021-02-15,Yes,No,Yes,Average,7.48,Average
9505,Laptop,63597868,Dell,Vostro,2019-11-24,2021-07-18,No,No,No,Poor,4.85,Poor
9506,Feature Phone,07879357,Nokia,8000,2020-09-08,2021-05-01,No,Yes,No,Good,19.21,Good
9507,Feature Phone,51668914,Nokia,225,2016-10-22,2021-04-24,No,No,Yes,Good,17.85,Good
9508,Smart Phone,31042925,Apple,Iphone 6,2017-05-07,2021-05-30,No,Yes,No,Good,11.99,Good
9509,Feature Phone,62964593,Nokia,6300,2019-07-03,2021-04-25,No,No,Yes,Average,9.19,Average
9510,Feature Phone,28383598,Samsung,125,2017-06-28,2021-01-20,No,No,No,Average,7.64,Average
9511,Feature Phone,61319134,Nokia,125,2015-11-01,2021-05-29,No,No,No,Good,15.88,Good
9512,Smart Phone,41767313,Blackberry,Torch,2014-07-13,2021-04-01,No,Yes,No,Good,15.14,Good
9513,Laptop,36341733,Lenovo,Ideapad,2018-07-11,2021-01-25,No,Yes,No,Average,6.97,Average
9514,Laptop,20753795,Lenovo,Ideapad,2019-06-10,2021-03-09,No,Yes,No,Average,9.67,Average
9515,Feature Phone,32490152,Samsung,225,2017-08-12,2021-07-28,No,Yes,Yes,Poor,2.29,Poor
9516,Laptop,39772060,Dell,Inspiron,2016-08-15,2021-02-08,No,No,Yes,Average,9.55,Average
9517,Laptop,68707910,Lenovo,ThinkPad,2015-05-27,2021-08-06,No,Yes,No,Average,6.8,Average
9518,Laptop,50925520,HP,Pavilion,2016-01-24,2021-01-08,No,No,Yes,Average,9.77,Average
9519,Smart Phone,39815279,Oppo,N1,2018-07-30,2021-05-12,No,No,No,Average,7.72,Average
9520,Smart Phone,73608738,OnePlus,OnePlus 7T,2014-09-04,2021-05-11,No,No,No,Average,7.71,Average
9521,Smart Phone,20586874,Oppo,N1,2017-09-20,2021-04-06,No,No,No,Poor,3.36,Poor
9522,Feature Phone,11838883,Nokia,125,2014-03-25,2021-07-28,No,Yes,No,Good,18.75,Good
9523,Feature Phone,87058550,Samsung,5310,2019-03-26,2021-02-06,No,Yes,No,Average,6.42,Average
9524,Feature Phone,41197738,Samsung,215,2014-12-24,2021-04-11,No,No,No,Poor,2.84,Poor
9525,Smart Phone,96390122,Oppo,Find 7,2017-08-15,2021-04-12,No,No,No,Poor,2.5,Poor
9526,Smart Phone,30242692,Samsung,Galaxy J7 duo,2020-05-19,2021-03-10,No,Yes,No,Average,9.43,Average
9527,Feature Phone,41255933,Nokia,5310,2017-08-17,2021-01-07,Yes,Yes,Yes,Good,15.46,Good
9528,Laptop,27807675,HP,Probook,2019-04-27,2021-02-14,No,Yes,Yes,Good,15.1,Good
9529,Feature Phone,20136208,Nokia,215,2020-06-07,2021-02-20,No,Yes,Yes,Good,14.36,Good
9530,Feature Phone,87214925,Nokia,225,2019-03-08,2021-06-19,No,Yes,Yes,Good,16.18,Good
9531,Smart Phone,07240065,Apple,Iphone 6,2020-05-25,2021-04-28,No,Yes,No,Poor,2.15,Poor
9532,Feature Phone,97774525,Nokia,5310,2014-12-06,2021-02-21,No,Yes,No,Average,7.4,Average
9533,Smart Phone,33741086,Apple,Iphone 6S,2015-07-10,2021-02-05,No,No,No,Average,7.61,Average
9534,Feature Phone,44224004,Nokia,225,2020-01-22,2021-04-29,No,No,No,Average,6.78,Average
9535,Laptop,42085683,Lenovo,Ideapad,2014-03-23,2021-07-06,No,No,No,Poor,2.83,Poor
9536,Smart Phone,83523175,Samsung,Galaxy A6,2018-09-16,2021-01-21,No,Yes,No,Good,14.41,Good
9537,Smart Phone,28096375,Blackberry,Passport,2018-02-24,2021-03-30,No,No,No,Poor,2.66,Poor
9538,Smart Phone,96854921,OnePlus,OnePlus 6T,2019-01-16,2021-07-16,Yes,No,Yes,Poor,2.8,Poor
9539,Feature Phone,08561916,Nokia,8000,2018-06-21,2021-03-16,No,Yes,No,Good,15.96,Good
9540,Laptop,60068972,Dell,Vostro,2020-01-16,2021-01-29,No,Yes,No,Average,9.44,Average
9541,Smart Phone,03322635,Oppo,Neo,2018-02-28,2021-03-01,No,No,No,Poor,3.84,Poor
9542,Laptop,66818533,Apple,ProBook,2018-03-14,2021-04-19,Yes,Yes,Yes,Poor,4.95,Poor
9543,Laptop,18709650,Apple,ProBook,2019-12-13,2021-01-10,No,No,No,Good,17.48,Good
9544,Laptop,52271595,Dell,Vostro,2020-05-27,2021-01-05,Yes,Yes,Yes,Good,16.2,Good
9545,Feature Phone,81236596,Samsung,8000,2017-04-05,2021-03-06,No,No,Yes,Average,9.87,Average
9546,Feature Phone,70872477,Nokia,125,2020-11-16,2021-04-13,No,Yes,Yes,Poor,4.6,Poor
9547,Smart Phone,47336100,Oppo,A11k,2016-01-24,2021-01-16,No,Yes,Yes,Poor,1.96,Poor
9548,Feature Phone,62712507,Nokia,6300,2014-05-20,2021-06-27,No,Yes,No,Good,15.8,Good
9549,Laptop,10443576,Apple,MacBook,2014-06-02,2021-05-29,No,No,No,Poor,2.89,Poor
9550,Smart Phone,25035339,Nokia,T20,2019-09-01,2021-05-07,Yes,No,Yes,Poor,2.55,Poor
9551,Feature Phone,10739211,Nokia,215,2016-05-13,2021-01-29,No,Yes,Yes,Poor,2.9,Poor
9552,Laptop,62869324,HP,EliteBook,2019-06-18,2021-04-28,No,No,Yes,Average,8.1,Average
9553,Feature Phone,62267496,Nokia,8000,2014-10-28,2021-04-18,Yes,Yes,Yes,Poor,4.61,Poor
9554,Laptop,31001786,Lenovo,ThinkPad,2015-12-16,2021-01-03,No,Yes,No,Good,14.62,Good
9555,Feature Phone,52908170,Nokia,6300,2014-05-22,2021-02-02,No,No,Yes,Poor,3.94,Poor
9556,Laptop,21911217,HP,Pavilion,2015-07-10,2021-01-29,No,Yes,Yes,Average,7.59,Average
9557,Smart Phone,36890248,Oppo,Neo,2014-05-31,2021-01-08,No,Yes,No,Average,6.56,Average
9558,Smart Phone,87957983,OnePlus,OnePlus 7,2016-09-05,2021-06-20,Yes,Yes,Yes,Good,19.32,Good
9559,Laptop,59270195,Apple,ProBook,2016-07-18,2021-01-18,No,Yes,No,Average,9.66,Average
9560,Smart Phone,09005051,OnePlus,OnePlus 8,2020-08-12,2021-01-03,No,No,No,Average,9.1,Average
9561,Laptop,59030461,HP,Probook,2019-06-10,2021-03-17,No,No,Yes,Average,9.5,Average
9562,Laptop,50026685,Apple,MacBook,2015-02-09,2021-02-05,Yes,Yes,Yes,Good,14.1,Good
9563,Smart Phone,86839242,Samsung,Galaxy S9,2016-05-21,2021-06-30,Yes,Yes,Yes,Poor,4.71,Poor
9564,Smart Phone,32587265,Apple,Iphone 11,2019-11-16,2021-01-11,No,No,No,Poor,3.95,Poor
9565,Laptop,90520020,Lenovo,ThinkPad,2014-11-17,2021-07-03,Yes,Yes,Yes,Poor,3.78,Poor
9566,Feature Phone,85471955,Nokia,6300,2016-07-10,2021-05-04,Yes,No,Yes,Good,16.47,Good
9567,Feature Phone,66688792,Samsung,8000,2017-12-25,2021-04-06,No,Yes,No,Poor,4.23,Poor
9568,Laptop,09167605,HP,EliteBook,2019-08-19,2021-05-19,Yes,No,Yes,Average,6.4,Average
9569,Smart Phone,48562508,Blackberry,Passport,2014-05-20,2021-05-23,Yes,No,Yes,Good,12.75,Good
9570,Smart Phone,75418724,OnePlus,OnePlus nord,2018-01-08,2021-04-17,No,Yes,Yes,Good,14.47,Good
9571,Smart Phone,18152777,OnePlus,OnePlus 6,2019-10-16,2021-03-13,No,Yes,Yes,Good,17.58,Good
9572,Feature Phone,96932469,Nokia,5310,2015-09-30,2021-04-03,No,Yes,Yes,Average,9.96,Average
9573,Smart Phone,09200463,Samsung,Galaxy A6,2016-03-11,2021-06-25,No,Yes,Yes,Good,11.31,Good
9574,Laptop,07637841,Dell,Inspiron,2019-03-07,2021-08-07,No,Yes,No,Average,7.54,Average
9575,Feature Phone,16490918,Nokia,6300,2019-07-18,2021-07-17,No,Yes,No,Poor,1.9,Poor
9576,Feature Phone,67108824,Nokia,215,2020-02-20,2021-05-20,No,Yes,No,Poor,4.86,Poor
9577,Feature Phone,17059428,Nokia,225,2020-12-25,2021-07-19,No,No,Yes,Poor,1.46,Poor
9578,Feature Phone,83871078,Nokia,215,2015-06-17,2021-02-09,Yes,Yes,Yes,Average,8.36,Average
9579,Smart Phone,73447177,Samsung,Galaxy J7 duo,2020-06-13,2021-05-15,No,No,Yes,Average,6.13,Average
9580,Feature Phone,18364781,Nokia,8000,2018-01-25,2021-06-14,No,No,Yes,Poor,4.8,Poor
9581,Laptop,27885055,Lenovo,Ideapad,2020-07-14,2021-05-11,No,Yes,No,Poor,1.97,Poor
9582,Laptop,13910587,HP,Probook,2020-04-21,2021-04-15,No,Yes,No,Average,8.85,Average
9583,Feature Phone,80751496,Samsung,6300,2020-10-05,2021-03-08,No,No,No,Good,18.22,Good
9584,Laptop,86066297,Apple,MacBook,2014-02-23,2021-02-01,Yes,Yes,Yes,Good,12.43,Good
9585,Feature Phone,44918194,Nokia,215,2014-12-16,2021-05-24,No,No,Yes,Average,9.53,Average
9586,Laptop,45442698,Lenovo,ThinkPad,2014-03-07,2021-05-25,No,No,Yes,Poor,4.4,Poor
9587,Smart Phone,82332884,Oppo,N1,2020-01-03,2021-03-11,Yes,Yes,Yes,Average,9.78,Average
9588,Feature Phone,06872199,Samsung,6300,2019-12-21,2021-02-14,No,No,Yes,Average,8.9,Average
9589,Laptop,11489986,Dell,Inspiron,2017-03-11,2021-03-25,No,Yes,No,Average,7.6,Average
9590,Feature Phone,88827643,Samsung,225,2017-12-30,2021-03-29,No,No,No,Good,15.7,Good
9591,Smart Phone,07589386,Oppo,A11k,2017-06-12,2021-05-07,No,No,No,Good,17.4,Good
9592,Smart Phone,28655428,Oppo,Neo,2017-07-14,2021-03-11,No,Yes,Yes,Average,9.35,Average
9593,Smart Phone,01055450,Oppo,A11k,2017-05-18,2021-07-25,Yes,Yes,Yes,Good,19.18,Good
9594,Laptop,80861966,Lenovo,Ideapad,2020-07-08,2021-01-14,No,No,No,Average,8.59,Average
9595,Laptop,53664334,Apple,ProBook,2020-10-15,2021-02-04,No,No,No,Good,16.41,Good
9596,Smart Phone,04692164,Nokia,G300,2015-09-03,2021-01-18,No,No,No,Good,15.28,Good
9597,Laptop,05071470,HP,Pavilion,2020-02-28,2021-01-30,Yes,No,Yes,Average,8.56,Average
9598,Feature Phone,23726055,Samsung,215,2018-12-01,2021-06-12,No,Yes,Yes,Poor,2.17,Poor
9599,Smart Phone,76280405,Samsung,Galaxy S9,2020-08-15,2021-02-01,No,No,Yes,Good,11.48,Good
9600,Feature Phone,99575342,Samsung,8000,2018-03-13,2021-01-10,No,No,Yes,Poor,4.39,Poor
9601,Laptop,09636101,Dell,Vostro,2014-12-28,2021-04-28,Yes,No,Yes,Average,7.3,Average
9602,Laptop,58371039,Apple,ProBook,2016-11-17,2021-05-07,No,No,No,Poor,1.22,Poor
9603,Feature Phone,19405087,Samsung,225,2016-07-25,2021-05-13,No,No,No,Good,17.33,Good
9604,Smart Phone,03962183,Samsung,Galaxy J7 duo,2016-05-26,2021-04-03,Yes,No,Yes,Poor,2.22,Poor
9605,Smart Phone,94868265,Oppo,A52,2019-06-02,2021-02-04,Yes,Yes,Yes,Good,15.61,Good
9606,Feature Phone,32699975,Nokia,6300,2017-04-14,2021-06-03,No,Yes,Yes,Average,9.44,Average
9607,Feature Phone,71616414,Nokia,215,2015-08-24,2021-04-04,Yes,Yes,Yes,Poor,4.9,Poor
