,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age(days),device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
8708,Laptop,53141637,Lenovo,ThinkPad,2014-10-01,2021-04-30,2022-01-02,2650,No,Yes,Yes,Average,7.44,Average
8709,Smart Phone,44485764,Blackberry,Torch,2015-08-15,2021-03-31,2022-01-13,2343,No,No,No,Good,17.13,Good
8710,Feature Phone,27742402,Nokia,215,2020-04-20,2021-03-04,2022-01-22,642,No,No,No,Average,6.52,Average
8711,Smart Phone,47381414,Nokia,T20,2019-03-11,2021-06-14,2022-01-01,1027,Yes,No,Yes,Poor,2.17,Poor
8712,Laptop,79105743,HP,EliteBook,2018-09-12,2021-08-04,2022-01-05,1211,No,No,Yes,Average,7.65,Average
8713,Feature Phone,41347546,Samsung,5310,2020-09-16,2021-02-10,2022-02-01,503,No,No,No,Poor,4.55,Poor
8714,Laptop,99521028,Apple,MacBook,2015-06-05,2021-01-31,2022-01-13,2414,Yes,No,Yes,Poor,3.13,Poor
8715,Feature Phone,46029416,Samsung,215,2015-04-21,2021-06-13,2022-01-31,2477,No,Yes,No,Average,8.32,Average
8716,Laptop,06861421,HP,EliteBook,2016-07-04,2021-02-14,2022-01-17,2023,Yes,Yes,Yes,Average,6.81,Average
8717,Laptop,95392264,Apple,ProBook,2020-06-25,2021-06-08,2022-01-28,582,No,Yes,No,Average,8.32,Average
8718,Feature Phone,04951643,Nokia,8000,2018-11-19,2021-05-08,2022-01-03,1141,No,No,Yes,Good,16.84,Good
8719,Smart Phone,43420544,OnePlus,OnePlus 7T,2014-10-21,2021-07-25,2022-01-02,2630,No,No,No,Good,16.37,Good
8720,Smart Phone,49299144,Samsung,Galaxy A6,2018-01-11,2021-04-03,2022-01-06,1456,No,No,Yes,Good,19.94,Good
8721,Laptop,60871275,Dell,Vostro,2020-08-04,2021-07-05,2022-01-17,531,No,No,No,Average,6.74,Average
8722,Laptop,29047093,Lenovo,ThinkPad,2019-08-01,2021-02-04,2022-01-28,911,No,No,Yes,Good,15.68,Good
8723,Smart Phone,68269883,Nokia,X10,2017-12-30,2021-06-23,2022-01-27,1489,Yes,No,Yes,Good,12.78,Good
8724,Laptop,19312743,Lenovo,ThinkPad,2017-08-25,2021-05-14,2022-02-06,1626,No,No,Yes,Good,15.73,Good
8725,Laptop,49795561,HP,Pavilion,2018-10-19,2021-01-11,2022-01-28,1197,Yes,No,Yes,Good,12.68,Good
8726,Smart Phone,27891629,Nokia,XR20,2019-07-15,2021-06-23,2022-01-08,908,Yes,No,Yes,Good,19.28,Good
8727,Feature Phone,68505424,Nokia,225,2016-12-10,2021-05-15,2022-02-04,1882,Yes,No,Yes,Good,15.26,Good
8728,Smart Phone,35087175,Apple,Iphone XR,2016-05-10,2021-03-20,2022-01-22,2083,No,No,No,Poor,4.45,Poor
8729,Laptop,82178048,Dell,Inspiron,2015-02-26,2021-03-07,2022-02-19,2550,No,Yes,Yes,Average,8.27,Average
8730,Smart Phone,84900432,Apple,Iphone 11,2020-02-23,2021-04-19,2022-01-29,706,No,No,No,Poor,3.15,Poor
8731,Smart Phone,75536435,Samsung,Galaxy A6,2016-12-16,2021-02-22,2022-01-08,1849,No,Yes,Yes,Good,17.95,Good
8732,Feature Phone,97374565,Samsung,5310,2016-04-22,2021-06-18,2022-02-12,2122,No,Yes,Yes,Good,17.1,Good
8733,Feature Phone,31182454,Samsung,8000,2017-08-24,2021-05-06,2022-01-21,1611,No,No,No,Good,16.67,Good
8734,Smart Phone,98504039,Samsung,Galaxy A6,2019-02-05,2021-06-07,2022-01-07,1067,No,Yes,No,Good,18.2,Good
8735,Laptop,65605219,Lenovo,Ideapad,2015-07-05,2021-07-18,2022-02-20,2422,No,Yes,No,Average,10.4,Average
8736,Laptop,48835572,Apple,ProBook,2014-10-19,2021-07-15,2022-01-13,2643,Yes,Yes,Yes,Average,7.93,Average
8737,Feature Phone,07668951,Nokia,5310,2020-06-21,2021-07-12,2022-01-22,580,No,No,Yes,Average,6.44,Average
8738,Smart Phone,39159533,Oppo,A11k,2019-02-03,2021-07-28,2022-02-04,1097,No,No,Yes,Average,9.41,Average
8739,Smart Phone,01590128,Blackberry,Leap,2015-07-22,2021-05-21,2022-01-20,2374,Yes,Yes,Yes,Average,6.61,Average
8740,Smart Phone,52818318,Apple,Iphone 7,2016-12-27,2021-02-28,2022-02-08,1869,No,No,No,Good,17.21,Good
8741,Feature Phone,00086585,Nokia,6300,2019-11-09,2021-03-21,2022-01-15,798,Yes,Yes,Yes,Average,10.35,Average
8742,Smart Phone,24327251,Apple,Iphone 5,2015-02-24,2021-06-18,2022-01-30,2532,No,Yes,Yes,Poor,2.39,Poor
8743,Feature Phone,97033554,Samsung,5310,2019-02-06,2021-04-06,2022-02-06,1096,Yes,No,Yes,Average,10.8,Average
8744,Smart Phone,47413290,Oppo,Neo,2020-03-27,2021-07-31,2022-01-05,649,No,No,Yes,Average,8.24,Average
8745,Smart Phone,86562546,Samsung,Galaxy S9,2016-12-15,2021-05-29,2022-02-17,1890,No,Yes,No,Good,16.97,Good
8746,Smart Phone,04730637,Oppo,Joy,2020-02-23,2021-06-19,2022-01-07,684,No,No,Yes,Poor,3.64,Poor
8747,Feature Phone,55601412,Nokia,125,2019-04-11,2021-04-17,2022-02-09,1035,Yes,Yes,Yes,Good,17.2,Good
8748,Smart Phone,30821880,Samsung,Galaxy A8s,2017-04-14,2021-07-27,2022-01-31,1753,No,Yes,No,Poor,2.65,Poor
8749,Laptop,33258881,Dell,Inspiron,2020-01-07,2021-05-26,2022-01-20,744,No,No,No,Poor,1.96,Poor
8750,Laptop,48859820,Apple,ProBook,2015-11-04,2021-07-25,2022-02-17,2297,No,No,No,Average,8.33,Average
8751,Feature Phone,08423443,Samsung,5310,2020-09-15,2021-01-19,2022-01-20,492,No,No,Yes,Good,13.76,Good
8752,Smart Phone,62170086,Nokia,T20,2019-11-11,2021-04-20,2022-01-20,801,No,No,No,Good,13.93,Good
8753,Laptop,66144717,Dell,Inspiron,2017-03-13,2021-07-10,2022-01-11,1765,No,No,Yes,Good,19.12,Good
8754,Feature Phone,66594710,Nokia,225,2017-01-07,2021-07-10,2022-01-23,1842,No,No,No,Poor,1.96,Poor
8755,Feature Phone,25545814,Samsung,5310,2020-10-31,2021-07-22,2022-02-04,461,No,Yes,No,Average,8.13,Average
8756,Laptop,00516112,Dell,Vostro,2015-07-11,2021-03-30,2022-01-07,2372,No,No,No,Average,6.42,Average
8757,Laptop,82624668,Dell,Vostro,2019-11-03,2021-04-15,2022-01-20,809,No,Yes,Yes,Poor,1.17,Poor
8758,Feature Phone,62063555,Nokia,225,2015-05-21,2021-07-31,2022-02-08,2455,No,Yes,No,Poor,2.94,Poor
8759,Smart Phone,83587306,OnePlus,OnePlus 7,2014-10-22,2021-03-31,2022-01-17,2644,No,Yes,Yes,Poor,1.31,Poor
8760,Smart Phone,93572927,OnePlus,OnePlus 6T,2016-12-29,2021-07-19,2022-02-02,1861,No,No,No,Poor,3.16,Poor
8761,Feature Phone,26037974,Nokia,215,2019-01-31,2021-07-21,2022-01-20,1085,No,Yes,No,Average,6.26,Average
8762,Smart Phone,25973822,Oppo,A11k,2015-07-07,2021-07-30,2022-01-29,2398,No,No,Yes,Good,15.15,Good
8763,Feature Phone,31022675,Nokia,125,2015-10-30,2021-03-29,2022-01-08,2262,No,Yes,No,Good,12.89,Good
8764,Laptop,20831899,HP,EliteBook,2020-08-24,2021-03-10,2022-02-06,531,No,No,Yes,Poor,4.47,Poor
8765,Smart Phone,83761324,Nokia,G50,2020-03-02,2021-03-14,2022-01-28,697,Yes,Yes,Yes,Good,19.72,Good
8766,Smart Phone,32678000,OnePlus,OnePlus nord,2015-04-28,2021-03-31,2022-02-15,2485,Yes,No,Yes,Good,14.63,Good
8767,Laptop,10686508,Apple,ProBook,2017-08-03,2021-08-03,2022-01-21,1632,No,Yes,Yes,Poor,2.18,Poor
8768,Smart Phone,99880545,Blackberry,Aurora,2019-04-21,2021-03-25,2022-01-15,1000,Yes,Yes,Yes,Average,6.12,Average
8769,Smart Phone,52430381,Blackberry,Q5,2014-02-03,2021-02-10,2022-02-08,2927,Yes,Yes,Yes,Average,6.2,Average
8770,Feature Phone,32590784,Nokia,8000,2019-06-23,2021-02-04,2022-02-14,967,No,No,Yes,Good,13.34,Good
8771,Feature Phone,13780258,Nokia,125,2020-06-02,2021-05-01,2022-01-04,581,No,Yes,No,Poor,4.58,Poor
8772,Feature Phone,56487473,Nokia,6300,2020-10-05,2021-01-03,2022-01-04,456,No,No,No,Good,19.66,Good
8773,Feature Phone,87435252,Nokia,5310,2020-01-03,2021-03-10,2022-01-02,730,Yes,Yes,Yes,Average,9.57,Average
8774,Laptop,28086888,Dell,Vostro,2019-07-23,2021-01-19,2022-02-10,933,Yes,Yes,Yes,Average,6.96,Average
8775,Smart Phone,43461646,Samsung,Galaxy A6,2016-11-21,2021-07-04,2022-02-16,1913,Yes,Yes,Yes,Poor,1.85,Poor
8776,Feature Phone,52524899,Nokia,215,2020-05-28,2021-01-02,2022-02-19,632,No,No,No,Average,8.27,Average
8777,Laptop,23930513,Lenovo,Ideapad,2016-01-05,2021-01-23,2022-02-04,2222,No,No,No,Average,9.99,Average
8778,Laptop,77471246,HP,Probook,2020-08-23,2021-07-12,2022-01-23,518,No,No,No,Good,13.5,Good
8779,Smart Phone,15379368,Nokia,X10,2015-10-25,2021-04-16,2022-01-19,2278,No,No,No,Poor,2.16,Poor
8780,Laptop,79211970,HP,Probook,2018-11-25,2021-06-14,2022-02-01,1164,No,No,No,Good,18.79,Good
8781,Laptop,13770266,Dell,Inspiron,2015-06-08,2021-02-12,2022-01-04,2402,No,No,Yes,Poor,1.68,Poor
8782,Feature Phone,92624313,Nokia,5310,2019-11-01,2021-01-07,2022-02-13,835,No,Yes,Yes,Average,8.75,Average
8783,Smart Phone,83253409,Blackberry,Aurora,2018-06-08,2021-04-11,2022-01-20,1322,No,No,Yes,Average,10.16,Average
8784,Smart Phone,79318310,Blackberry,Passport,2015-12-07,2021-05-13,2022-02-14,2261,Yes,Yes,Yes,Good,12.83,Good
8785,Laptop,25137279,Lenovo,ThinkPad,2016-04-15,2021-05-27,2022-02-06,2123,No,No,No,Poor,3.83,Poor
8786,Laptop,81632824,Lenovo,Ideapad,2017-06-23,2021-04-02,2022-01-28,1680,No,Yes,No,Average,6.18,Average
8787,Feature Phone,31444798,Samsung,8000,2016-06-20,2021-07-31,2022-01-05,2025,No,Yes,No,Poor,4.91,Poor
8788,Laptop,19625157,HP,Pavilion,2020-11-11,2021-05-21,2022-01-12,427,No,No,No,Poor,1.56,Poor
8789,Smart Phone,87865806,Oppo,Find 7,2019-08-03,2021-02-06,2022-01-31,912,No,Yes,Yes,Average,8.68,Average
8790,Feature Phone,79076708,Samsung,6300,2014-09-28,2021-03-06,2022-01-07,2658,No,No,No,Average,6.45,Average
8791,Feature Phone,05510399,Nokia,5310,2014-10-30,2021-08-02,2022-02-17,2667,Yes,No,Yes,Good,19.71,Good
8792,Feature Phone,29858149,Samsung,5310,2014-10-26,2021-06-06,2022-02-11,2665,No,Yes,No,Average,10.93,Average
8793,Smart Phone,69930867,Apple,Iphone 11,2014-12-07,2021-01-01,2022-01-22,2603,Yes,No,Yes,Average,7.3,Average
8794,Smart Phone,43218301,Blackberry,Curve,2016-10-31,2021-05-31,2022-01-24,1911,Yes,Yes,Yes,Poor,3.24,Poor
8795,Feature Phone,96835975,Nokia,125,2016-12-15,2021-07-30,2022-01-22,1864,Yes,No,Yes,Poor,4.25,Poor
8796,Laptop,38866128,Dell,Vostro,2015-07-21,2021-03-31,2022-01-04,2359,No,Yes,No,Average,7.24,Average
8797,Feature Phone,11791058,Samsung,125,2020-05-17,2021-03-02,2022-02-08,632,No,Yes,No,Poor,2.79,Poor
8798,Smart Phone,58319345,Nokia,G50,2014-10-29,2021-05-31,2022-01-13,2633,No,No,No,Poor,3.81,Poor
8799,Smart Phone,61536449,Samsung,Galaxy J7 duo,2015-04-21,2021-07-31,2022-01-09,2455,No,Yes,Yes,Poor,4.6,Poor
8800,Feature Phone,45107733,Nokia,225,2019-02-07,2021-04-22,2022-01-17,1075,No,Yes,No,Poor,3.99,Poor
8801,Feature Phone,61737433,Samsung,8000,2018-07-01,2021-01-04,2022-01-19,1298,No,Yes,No,Average,7.59,Average
8802,Feature Phone,46922038,Samsung,225,2020-03-08,2021-03-02,2022-01-07,670,Yes,Yes,Yes,Average,6.14,Average
8803,Smart Phone,46331489,OnePlus,OnePlus 6,2014-05-27,2021-06-08,2022-02-12,2818,Yes,Yes,Yes,Average,7.38,Average
8804,Laptop,93611015,Apple,ProBook,2016-08-07,2021-07-17,2022-02-11,2014,Yes,Yes,Yes,Good,16.3,Good
8805,Laptop,91339744,Lenovo,ThinkPad,2014-04-08,2021-02-08,2022-01-06,2830,No,No,Yes,Average,6.57,Average
8806,Feature Phone,17403481,Nokia,5310,2016-04-08,2021-05-07,2022-01-29,2122,Yes,No,Yes,Average,10.61,Average
8807,Smart Phone,92632103,Samsung,Galaxy Note 9,2016-12-05,2021-06-05,2022-01-15,1867,No,No,Yes,Poor,3.34,Poor
8808,Feature Phone,04563532,Nokia,215,2017-08-25,2021-01-16,2022-01-05,1594,No,No,Yes,Average,6.86,Average
8809,Smart Phone,73880813,Samsung,Galaxy A6,2019-10-19,2021-01-29,2022-01-28,832,Yes,No,Yes,Average,6.63,Average
8810,Laptop,77809735,Apple,MacBook,2017-10-16,2021-02-21,2022-01-09,1546,No,No,No,Good,15.52,Good
8811,Smart Phone,92890923,Blackberry,Q5,2019-04-03,2021-06-04,2022-01-31,1034,No,Yes,No,Poor,4.42,Poor
8812,Smart Phone,62976305,Blackberry,Q10,2014-08-01,2021-05-02,2022-02-01,2741,No,Yes,No,Good,16.6,Good
8813,Feature Phone,47448452,Samsung,225,2017-06-25,2021-01-23,2022-01-23,1673,No,Yes,Yes,Poor,2.78,Poor
8814,Feature Phone,49256758,Nokia,6300,2016-09-13,2021-05-23,2022-01-29,1964,No,Yes,No,Average,6.37,Average
8815,Smart Phone,57846545,Nokia,X100,2015-05-30,2021-03-24,2022-02-07,2445,No,No,Yes,Good,19.34,Good
8816,Feature Phone,54033467,Samsung,8000,2014-12-23,2021-01-26,2022-01-16,2581,No,No,No,Average,7.3,Average
8817,Laptop,08332103,HP,EliteBook,2016-09-25,2021-04-22,2022-02-06,1960,No,No,No,Good,18.4,Good
8818,Laptop,00652476,Lenovo,Ideapad,2020-08-03,2021-04-12,2022-02-11,557,No,No,No,Good,14.24,Good
8819,Laptop,90706387,HP,Probook,2019-06-13,2021-07-10,2022-01-21,953,Yes,No,Yes,Poor,2.78,Poor
8820,Feature Phone,61228801,Nokia,6300,2014-05-19,2021-03-14,2022-02-11,2825,Yes,No,Yes,Poor,4.31,Poor
8821,Feature Phone,02725406,Nokia,225,2016-09-19,2021-06-30,2022-01-15,1944,Yes,No,Yes,Average,7.37,Average
8822,Feature Phone,55907767,Nokia,6300,2015-01-31,2021-03-09,2022-01-04,2530,No,No,No,Poor,4.66,Poor
8823,Feature Phone,02038216,Samsung,6300,2019-03-23,2021-04-09,2022-01-23,1037,No,No,No,Poor,2.59,Poor
8824,Smart Phone,47006201,Nokia,X100,2017-12-31,2021-04-25,2022-01-26,1487,No,No,No,Poor,3.32,Poor
8825,Laptop,98427451,Apple,ProBook,2019-05-29,2021-07-23,2022-01-18,965,No,No,Yes,Poor,2.67,Poor
8826,Laptop,18980691,Dell,Inspiron,2014-08-17,2021-04-05,2022-02-05,2729,Yes,No,Yes,Poor,1.11,Poor
8827,Feature Phone,01619669,Nokia,5310,2018-04-16,2021-02-20,2022-01-06,1361,No,No,Yes,Poor,1.3,Poor
8828,Feature Phone,82810894,Nokia,125,2014-01-07,2021-01-11,2022-01-12,2927,No,Yes,No,Average,9.94,Average
8829,Smart Phone,02754123,Nokia,C20 Plus,2016-01-26,2021-03-15,2022-01-18,2184,No,No,No,Good,16.14,Good
8830,Laptop,85640948,Dell,Inspiron,2015-04-10,2021-05-27,2022-02-20,2508,No,Yes,Yes,Good,16.24,Good
8831,Laptop,25594348,Lenovo,Ideapad,2014-10-18,2021-02-02,2022-02-20,2682,No,No,Yes,Poor,4.0,Poor
8832,Smart Phone,56600179,Nokia,X20,2020-03-15,2021-06-25,2022-02-08,695,No,No,Yes,Average,8.66,Average
8833,Feature Phone,66512196,Samsung,125,2015-11-18,2021-01-07,2022-01-16,2251,No,Yes,No,Good,13.86,Good
8834,Smart Phone,30680968,Apple,Iphone 5,2016-11-04,2021-07-05,2022-02-19,1933,No,No,No,Average,10.81,Average
8835,Feature Phone,49074147,Nokia,125,2014-02-16,2021-08-08,2022-02-18,2924,No,No,Yes,Average,8.79,Average
8836,Feature Phone,82433123,Nokia,6300,2016-02-26,2021-05-01,2022-02-14,2180,No,Yes,Yes,Poor,2.95,Poor
8837,Laptop,41326503,Lenovo,ThinkPad,2020-08-28,2021-07-04,2022-01-31,521,No,Yes,Yes,Poor,2.84,Poor
8838,Feature Phone,30573758,Samsung,215,2019-10-07,2021-03-13,2022-01-18,834,No,Yes,No,Average,8.25,Average
8839,Feature Phone,06922528,Samsung,225,2015-06-18,2021-08-05,2022-02-17,2436,No,Yes,No,Good,13.77,Good
8840,Feature Phone,89113028,Samsung,5310,2018-01-15,2021-01-15,2022-01-10,1456,No,No,Yes,Poor,2.54,Poor
8841,Smart Phone,64824055,Blackberry,Keyone,2014-08-13,2021-04-14,2022-02-08,2736,No,No,Yes,Poor,1.79,Poor
8842,Laptop,68383671,Dell,Vostro,2015-06-06,2021-06-17,2022-01-24,2424,No,Yes,Yes,Good,16.49,Good
8843,Smart Phone,72461341,Blackberry,Keyone,2015-08-26,2021-06-22,2022-01-04,2323,No,Yes,Yes,Poor,3.22,Poor
8844,Laptop,40162959,HP,EliteBook,2015-07-09,2021-06-26,2022-01-06,2373,No,No,No,Poor,1.97,Poor
8845,Smart Phone,01918083,Apple,Iphone 5,2020-04-12,2021-03-28,2022-01-30,658,No,No,Yes,Good,17.85,Good
8846,Laptop,68534073,HP,Pavilion,2014-07-25,2021-02-23,2022-01-08,2724,No,Yes,No,Good,18.93,Good
8847,Smart Phone,96766583,Samsung,Galaxy A8s,2020-10-07,2021-07-19,2022-02-10,491,No,No,Yes,Average,7.8,Average
8848,Smart Phone,38321276,Samsung,Galaxy A6,2019-06-30,2021-04-09,2022-01-16,931,No,No,Yes,Good,17.58,Good
8849,Feature Phone,86408844,Samsung,225,2014-12-04,2021-04-21,2022-02-02,2617,Yes,No,Yes,Good,16.74,Good
8850,Laptop,48222235,HP,EliteBook,2014-01-30,2021-01-19,2022-02-17,2940,Yes,Yes,Yes,Good,14.65,Good
8851,Laptop,39595034,HP,Pavilion,2020-11-03,2021-06-09,2022-01-01,424,No,No,Yes,Average,6.23,Average
8852,Feature Phone,39206268,Nokia,8000,2020-11-14,2021-05-05,2022-01-07,419,No,No,No,Good,16.14,Good
8853,Smart Phone,07829338,Nokia,T20,2018-06-26,2021-03-28,2022-01-02,1286,No,Yes,No,Good,17.6,Good
8854,Smart Phone,22826954,OnePlus,OnePlus 7T,2019-02-13,2021-05-13,2022-01-02,1054,Yes,Yes,Yes,Average,7.39,Average
8855,Smart Phone,72148723,OnePlus,OnePlus 6T,2015-12-20,2021-01-29,2022-02-12,2246,No,Yes,Yes,Poor,1.6,Poor
8856,Feature Phone,18640090,Samsung,225,2015-06-17,2021-01-05,2022-01-19,2408,No,No,No,Average,7.25,Average
8857,Feature Phone,59395829,Nokia,225,2018-09-14,2021-05-01,2022-01-30,1234,No,No,No,Average,8.2,Average
8858,Laptop,59002611,Apple,MacBook,2016-08-03,2021-02-07,2022-01-13,1989,Yes,No,Yes,Average,9.83,Average
8859,Smart Phone,86605182,Samsung,Galaxy Note 9,2016-11-19,2021-03-21,2022-02-07,1906,No,No,No,Average,6.28,Average
8860,Laptop,17897310,Lenovo,ThinkPad,2015-12-30,2021-03-30,2022-01-13,2206,No,No,No,Poor,3.96,Poor
8861,Smart Phone,55061780,Blackberry,Leap,2020-06-23,2021-06-12,2022-01-15,571,No,Yes,No,Good,19.81,Good
8862,Laptop,97620136,Apple,ProBook,2014-05-11,2021-02-08,2022-02-10,2832,No,No,No,Good,13.55,Good
8863,Smart Phone,80781035,Apple,Iphone 11,2019-07-30,2021-02-18,2022-02-20,936,No,Yes,No,Good,19.52,Good
8864,Laptop,24886260,HP,EliteBook,2014-11-20,2021-03-28,2022-02-05,2634,Yes,No,Yes,Poor,4.88,Poor
8865,Smart Phone,65466193,Nokia,G300,2020-09-15,2021-05-06,2022-01-22,494,No,No,Yes,Average,6.24,Average
8866,Feature Phone,86167116,Samsung,125,2014-01-21,2021-01-14,2022-01-03,2904,Yes,Yes,Yes,Poor,4.64,Poor
8867,Laptop,99766979,Dell,Inspiron,2020-11-05,2021-04-21,2022-01-07,428,No,Yes,No,Good,12.4,Good
8868,Smart Phone,55070126,Nokia,G300,2018-12-14,2021-02-21,2022-01-06,1119,Yes,Yes,Yes,Average,7.59,Average
8869,Laptop,13735869,Apple,MacBook,2015-07-13,2021-05-21,2022-01-25,2388,No,No,No,Average,10.34,Average
8870,Smart Phone,31241755,Nokia,T20,2020-08-12,2021-07-19,2022-01-29,535,Yes,Yes,Yes,Good,19.32,Good
8871,Feature Phone,16467231,Samsung,125,2019-02-20,2021-05-10,2022-02-14,1090,No,No,No,Poor,1.8,Poor
8872,Smart Phone,33201207,Oppo,Joy,2016-12-08,2021-03-09,2022-01-18,1867,No,Yes,No,Average,7.15,Average
8873,Laptop,50889013,HP,EliteBook,2017-01-04,2021-01-05,2022-02-16,1869,Yes,No,Yes,Good,18.17,Good
8874,Laptop,30981928,Apple,MacBook,2015-02-03,2021-02-22,2022-01-08,2531,Yes,Yes,Yes,Good,15.61,Good
8875,Feature Phone,62654319,Samsung,225,2015-07-30,2021-03-06,2022-02-07,2384,Yes,No,Yes,Poor,4.87,Poor
8876,Laptop,95841458,Apple,ProBook,2019-04-01,2021-06-01,2022-01-25,1030,Yes,No,Yes,Good,12.31,Good
8877,Feature Phone,47661073,Nokia,8000,2016-05-26,2021-08-01,2022-02-21,2097,No,Yes,No,Average,10.33,Average
8878,Smart Phone,25890068,OnePlus,OnePlus 7pro,2019-10-22,2021-07-17,2022-02-06,838,No,No,No,Good,16.92,Good
8879,Laptop,01779103,HP,EliteBook,2015-08-11,2021-07-20,2022-01-15,2349,No,Yes,No,Average,9.55,Average
8880,Feature Phone,98896905,Samsung,215,2019-07-25,2021-07-04,2022-01-11,901,No,Yes,No,Poor,4.59,Poor
8881,Laptop,92532557,Dell,Inspiron,2016-07-06,2021-05-10,2022-01-14,2018,No,No,Yes,Average,9.55,Average
8882,Smart Phone,69002021,Oppo,Joy,2014-12-01,2021-06-05,2022-01-06,2593,No,Yes,Yes,Average,7.49,Average
8883,Feature Phone,62192781,Samsung,6300,2020-08-23,2021-01-19,2022-01-06,501,No,No,No,Average,6.98,Average
8884,Smart Phone,54056909,Apple,Iphone 7,2015-05-17,2021-05-03,2022-01-23,2443,No,No,No,Average,8.9,Average
8885,Laptop,69464300,Lenovo,Ideapad,2018-11-03,2021-02-16,2022-01-17,1171,No,Yes,No,Good,18.2,Good
8886,Laptop,06268671,Apple,ProBook,2016-04-22,2021-07-13,2022-01-03,2082,No,Yes,Yes,Poor,3.22,Poor
8887,Smart Phone,10647806,Samsung,Galaxy A8s,2017-12-18,2021-05-10,2022-01-02,1476,No,Yes,No,Average,9.39,Average
8888,Feature Phone,22183446,Samsung,8000,2018-09-07,2021-03-16,2022-01-01,1212,No,No,No,Average,8.86,Average
8889,Laptop,66484486,Lenovo,Ideapad,2019-08-09,2021-05-31,2022-01-26,901,No,No,No,Average,10.17,Average
8890,Smart Phone,16704619,Nokia,X20,2017-11-27,2021-04-03,2022-02-07,1533,Yes,Yes,Yes,Average,7.2,Average
8891,Smart Phone,85262195,Apple,Iphone X,2015-12-19,2021-05-10,2022-02-17,2252,No,No,No,Good,18.76,Good
8892,Smart Phone,11285946,Oppo,Find 7,2015-04-05,2021-07-28,2022-02-14,2507,No,Yes,No,Average,10.56,Average
8893,Smart Phone,98005123,Blackberry,Keyone,2016-07-14,2021-05-20,2022-01-19,2015,Yes,No,Yes,Good,17.51,Good
8894,Feature Phone,15041456,Samsung,6300,2014-12-23,2021-02-28,2022-01-05,2570,No,Yes,Yes,Average,8.32,Average
8895,Feature Phone,69110627,Nokia,215,2017-07-04,2021-02-02,2022-02-09,1681,No,No,Yes,Good,17.73,Good
8896,Smart Phone,27147993,Nokia,X10,2017-07-03,2021-06-24,2022-01-17,1659,Yes,Yes,Yes,Good,13.32,Good
8897,Feature Phone,92335004,Nokia,225,2020-02-01,2021-03-01,2022-01-24,723,No,Yes,No,Average,8.26,Average
8898,Feature Phone,54183209,Nokia,5310,2016-01-22,2021-07-12,2022-01-04,2174,No,Yes,Yes,Average,8.1,Average
8899,Feature Phone,97842507,Nokia,215,2015-04-02,2021-04-30,2022-02-15,2511,No,Yes,No,Average,9.78,Average
8900,Laptop,17197250,Apple,MacBook,2017-12-22,2021-02-06,2022-01-15,1485,No,Yes,No,Average,10.19,Average
8901,Smart Phone,57593647,Blackberry,Curve,2020-02-20,2021-03-25,2022-01-04,684,No,No,Yes,Average,9.19,Average
8902,Laptop,58302729,Lenovo,ThinkPad,2018-06-09,2021-06-20,2022-02-05,1337,Yes,Yes,Yes,Good,17.71,Good
8903,Laptop,90386381,HP,Pavilion,2015-07-24,2021-05-20,2022-01-01,2353,No,Yes,No,Average,10.77,Average
8904,Laptop,61889613,Apple,ProBook,2020-10-21,2021-04-09,2022-01-24,460,No,No,No,Average,10.37,Average
8905,Feature Phone,47896369,Samsung,225,2015-05-12,2021-06-05,2022-01-20,2445,No,Yes,Yes,Good,18.21,Good
8906,Laptop,79001038,Apple,ProBook,2015-06-12,2021-04-18,2022-02-10,2435,No,Yes,Yes,Average,8.99,Average
8907,Smart Phone,49797121,Apple,Iphone 12,2018-04-08,2021-03-10,2022-02-19,1413,No,Yes,No,Good,12.84,Good
8908,Laptop,05976737,Dell,Vostro,2016-06-25,2021-05-28,2022-02-05,2051,No,No,Yes,Good,18.59,Good
8909,Feature Phone,82604219,Samsung,215,2018-02-13,2021-01-26,2022-01-24,1441,No,No,Yes,Good,13.31,Good
8910,Feature Phone,97465324,Nokia,8000,2018-02-21,2021-04-29,2022-01-09,1418,No,Yes,No,Average,8.45,Average
8911,Laptop,39086044,HP,Pavilion,2015-10-28,2021-05-26,2022-01-01,2257,No,Yes,Yes,Good,18.6,Good
8912,Laptop,94503173,HP,EliteBook,2016-05-13,2021-05-30,2022-01-22,2080,No,Yes,Yes,Poor,2.92,Poor
8913,Laptop,69295195,Lenovo,ThinkPad,2018-04-15,2021-06-28,2022-01-08,1364,No,Yes,No,Good,19.95,Good
8914,Laptop,43806744,Apple,MacBook,2016-06-24,2021-07-05,2022-01-21,2037,No,Yes,Yes,Good,16.21,Good
8915,Laptop,04970019,Apple,ProBook,2015-05-04,2021-05-23,2022-02-21,2485,No,Yes,No,Good,17.85,Good
8916,Feature Phone,78360655,Samsung,125,2017-12-14,2021-01-09,2022-02-11,1520,No,No,No,Average,9.87,Average
8917,Laptop,61197763,Apple,MacBook,2019-02-12,2021-05-01,2022-01-28,1081,Yes,Yes,Yes,Good,18.77,Good
8918,Laptop,88541440,HP,EliteBook,2017-07-06,2021-07-03,2022-02-09,1679,No,Yes,No,Good,19.2,Good
8919,Smart Phone,04942597,Nokia,X10,2018-03-14,2021-03-06,2022-01-06,1394,No,Yes,No,Good,14.13,Good
