,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
8692,Smart Phone,30466432,Lenovo,Vostro,16-12-2020,23-01-2021,No,No,No,Average,17.38,Average
8693,Smart Phone,60330772,Lenovo,Vostro,24-12-2020,13-07-2021,No,Yes,No,Good,23.15,Average
8694,Laptop,68233907,Dell,MacBook,25-05-2016,14-03-2021,No,No,No,Good,9,Good
8695,Laptop,53998491,Dell,EliteBook,30-01-2015,24-03-2021,Yes,No,Yes,Average,3.56,Poor
8696,Smart Phone,62256704,Apple,EliteBook,26-07-2014,02-01-2021,No,Yes,Yes,Poor,22.49,Average
8697,Smart Phone,35004189,Lenovo,ProBook,23-12-2014,17-07-2021,No,No,No,Poor,1.48,Average
8698,Feature Phone,35472353,Lenovo,Inspiron,23-04-2014,05-02-2021,Yes,No,No,Poor,28.69,Poor
8699,Feature Phone,58891315,HP,ProBook,10-10-2016,16-04-2021,No,Yes,No,Poor,32.72,Good
8700,Smart Phone,37571009,HP,Vostro,16-01-2014,05-03-2021,No,Yes,No,Average,27.4,Good
8701,Smart Phone,99192983,HP,ThinkPad,03-07-2014,23-03-2021,Yes,No,No,Poor,38.49,Poor
8702,Smart Phone,39219244,Lenovo,Inspiron,21-12-2017,19-06-2021,No,No,No,Good,26.35,Poor
8703,Laptop,79306461,Dell,ProBook,14-07-2016,09-04-2021,No,Yes,Yes,Good,8.1,Average
8704,Laptop,12629725,Lenovo,EliteBook,23-02-2020,20-02-2021,No,Yes,Yes,Poor,36.87,Average
8705,Feature Phone,97982593,HP,MacBook,12-04-2018,21-03-2021,Yes,No,Yes,Good,1.12,Good
8706,Feature Phone,23126947,Apple,Inspiron,06-02-2014,23-01-2021,Yes,Yes,Yes,Good,11.21,Poor
8707,Smart Phone,90012037,Lenovo,ThinkPad,07-02-2016,28-05-2021,No,Yes,No,Good,19.7,Average
8708,Smart Phone,47196926,Dell,ProBook,27-10-2016,08-05-2021,No,No,No,Average,35.97,Poor
8709,Laptop,75765736,Dell,Inspiron,13-01-2018,23-04-2021,No,Yes,No,Average,17.58,Poor
8710,Laptop,15967985,Dell,EliteBook,10-03-2017,24-04-2021,Yes,Yes,Yes,Average,6.33,Good
8711,Feature Phone,73365150,HP,EliteBook,17-10-2020,11-05-2021,No,Yes,No,Good,11.89,Average
8712,Laptop,4305132,Dell,ProBook,06-02-2019,21-02-2021,No,Yes,Yes,Average,25.59,Average
8713,Laptop,62549738,HP,Vostro,03-07-2017,02-01-2021,No,No,Yes,Average,4.8,Average
8714,Smart Phone,59607557,Apple,ThinkPad,26-10-2019,17-04-2021,Yes,Yes,No,Good,3.91,Good
8715,Feature Phone,68948030,Dell,EliteBook,18-03-2017,06-08-2021,No,Yes,Yes,Poor,28.7,Good
8716,Laptop,10561942,Apple,ThinkPad,05-04-2019,03-03-2021,No,No,No,Good,21.45,Poor
8717,Laptop,20922245,Dell,Inspiron,04-10-2018,01-05-2021,Yes,No,No,Good,34.18,Good
8718,Smart Phone,20998967,Apple,EliteBook,11-07-2014,18-04-2021,No,No,No,Average,30.56,Good
8719,Feature Phone,540018,Dell,Inspiron,14-10-2014,10-04-2021,No,No,Yes,Good,38.27,Average
8720,Laptop,8488282,HP,MacBook,17-04-2017,16-04-2021,No,No,Yes,Poor,15.31,Good
8721,Laptop,72398265,Dell,Vostro,05-08-2017,12-03-2021,No,No,No,Good,1.74,Average
8722,Smart Phone,76553219,Lenovo,ProBook,13-01-2015,06-05-2021,No,Yes,No,Average,9.83,Average
8723,Smart Phone,80463863,Lenovo,EliteBook,31-08-2017,17-01-2021,No,No,Yes,Poor,33.33,Poor
8724,Feature Phone,9096745,Lenovo,EliteBook,28-08-2018,04-03-2021,No,No,Yes,Average,22.88,Poor
8725,Feature Phone,87852646,Lenovo,MacBook,23-03-2015,24-06-2021,Yes,Yes,Yes,Poor,8.8,Good
8726,Feature Phone,57825458,Lenovo,MacBook,11-04-2019,07-07-2021,No,No,Yes,Good,32.85,Average
8727,Feature Phone,88673295,Apple,ThinkPad,22-03-2015,17-01-2021,Yes,Yes,Yes,Good,9.14,Average
8728,Smart Phone,86735063,HP,EliteBook,10-04-2016,29-01-2021,Yes,Yes,No,Poor,19.18,Good
8729,Smart Phone,92614420,Apple,EliteBook,07-04-2018,12-06-2021,Yes,Yes,No,Poor,9.72,Good
8730,Feature Phone,28746089,HP,ProBook,25-10-2020,20-01-2021,Yes,Yes,Yes,Average,20.23,Good
8731,Laptop,95101088,Apple,ThinkPad,12-08-2019,31-03-2021,No,No,Yes,Average,15.98,Poor
8732,Smart Phone,36035137,Dell,MacBook,06-02-2014,07-05-2021,Yes,Yes,Yes,Average,14.65,Average
8733,Smart Phone,31442367,Apple,MacBook,06-07-2017,05-07-2021,No,No,Yes,Good,14.63,Good
8734,Laptop,72218075,HP,Inspiron,18-10-2016,09-02-2021,Yes,Yes,No,Poor,26.35,Poor
8735,Smart Phone,62494021,Dell,MacBook,09-06-2019,01-02-2021,Yes,Yes,Yes,Poor,36.2,Good
8736,Laptop,56048063,Lenovo,MacBook,03-09-2020,25-02-2021,Yes,No,No,Good,34.93,Good
8737,Laptop,10115251,Apple,ProBook,07-08-2017,08-03-2021,Yes,No,No,Average,36.75,Average
8738,Feature Phone,23892736,Dell,ProBook,15-07-2015,17-02-2021,Yes,No,No,Average,13.82,Average
8739,Feature Phone,65210451,Dell,ThinkPad,08-09-2020,23-06-2021,Yes,Yes,Yes,Average,38.91,Average
8740,Feature Phone,23625877,Dell,ThinkPad,05-07-2017,27-05-2021,Yes,No,Yes,Average,33.72,Poor
8741,Feature Phone,63864083,Apple,MacBook,15-09-2018,03-08-2021,Yes,Yes,Yes,Poor,38.99,Good
8742,Feature Phone,71385600,Dell,MacBook,30-12-2015,10-05-2021,No,Yes,Yes,Good,37.79,Poor
8743,Feature Phone,55332545,Lenovo,MacBook,09-10-2018,08-02-2021,Yes,Yes,Yes,Average,34.84,Good
8744,Feature Phone,22834355,Lenovo,MacBook,27-06-2016,17-04-2021,No,No,Yes,Good,5.93,Good
8745,Laptop,37185794,Lenovo,ProBook,12-02-2014,22-07-2021,Yes,No,No,Poor,34.31,Good
8746,Feature Phone,83218163,Apple,ProBook,23-01-2017,02-08-2021,No,No,Yes,Good,39.34,Good
8747,Feature Phone,76764707,Lenovo,ThinkPad,23-10-2016,06-05-2021,Yes,No,Yes,Poor,24.33,Good
8748,Laptop,89904466,Apple,ThinkPad,28-02-2014,27-03-2021,Yes,No,No,Average,14.13,Poor
8749,Laptop,4194330,HP,ProBook,05-02-2014,13-07-2021,Yes,Yes,No,Good,24.53,Average
8750,Smart Phone,3691915,Lenovo,MacBook,23-04-2016,17-01-2021,No,No,No,Good,17.22,Good
8751,Feature Phone,15642721,Dell,ProBook,10-10-2020,07-08-2021,No,No,Yes,Good,32,Good
8752,Smart Phone,1597639,Lenovo,ProBook,11-11-2018,13-05-2021,No,Yes,Yes,Average,3.54,Good
8753,Laptop,29916146,Lenovo,ThinkPad,15-08-2017,04-05-2021,Yes,No,Yes,Good,13.34,Average
8754,Feature Phone,99574048,Lenovo,MacBook,27-06-2020,28-07-2021,No,Yes,No,Average,4.76,Poor
8755,Laptop,27013038,HP,MacBook,05-02-2020,20-02-2021,No,Yes,Yes,Poor,21.62,Poor
8756,Laptop,81818532,Apple,ProBook,06-12-2019,04-04-2021,Yes,Yes,No,Average,10.75,Poor
8757,Laptop,74506958,HP,Vostro,14-01-2019,12-07-2021,No,No,No,Poor,27.26,Average
8758,Smart Phone,33452586,Dell,EliteBook,11-07-2015,31-05-2021,No,No,No,Poor,16.63,Average
8759,Smart Phone,89887066,Lenovo,Vostro,31-12-2016,19-07-2021,No,Yes,Yes,Good,19.93,Average
8760,Feature Phone,67671090,Lenovo,ProBook,23-01-2018,27-07-2021,Yes,No,Yes,Average,9.91,Average
8761,Feature Phone,30725478,Apple,Inspiron,21-01-2016,13-05-2021,Yes,No,Yes,Poor,33.27,Poor
8762,Smart Phone,1559620,HP,ThinkPad,04-02-2017,23-02-2021,No,No,Yes,Average,24.56,Average
8763,Feature Phone,46167743,Lenovo,ProBook,26-09-2018,19-05-2021,No,Yes,No,Average,37.2,Poor
8764,Smart Phone,19345468,HP,EliteBook,18-09-2019,03-02-2021,Yes,Yes,Yes,Average,1.49,Good
8765,Laptop,29849123,Lenovo,ThinkPad,23-08-2018,28-06-2021,No,Yes,Yes,Poor,13.55,Poor
8766,Feature Phone,67990382,HP,ProBook,29-12-2016,27-02-2021,Yes,Yes,No,Average,22.67,Poor
8767,Smart Phone,36689798,HP,Inspiron,12-02-2016,12-01-2021,No,Yes,Yes,Good,10.66,Good
8768,Laptop,2176277,Dell,Inspiron,21-05-2020,18-01-2021,No,Yes,Yes,Poor,36.56,Poor
8769,Laptop,51336592,Apple,MacBook,27-08-2019,02-03-2021,Yes,No,No,Good,13.17,Good
8770,Smart Phone,47967595,HP,Vostro,14-07-2015,16-03-2021,No,Yes,Yes,Average,38.48,Poor
8771,Smart Phone,25668353,HP,Inspiron,24-03-2018,15-04-2021,No,No,Yes,Average,8.1,Average
8772,Smart Phone,53185853,HP,ProBook,09-12-2016,27-07-2021,No,Yes,Yes,Average,8.2,Average
8773,Laptop,14954207,Dell,MacBook,14-05-2016,27-07-2021,Yes,No,No,Good,1.22,Poor
8774,Laptop,5010011,Apple,MacBook,16-02-2014,02-04-2021,No,No,No,Poor,12.84,Poor
8775,Laptop,91904140,Dell,EliteBook,12-02-2018,05-03-2021,No,No,No,Good,30.4,Average
8776,Smart Phone,41218846,HP,Inspiron,15-10-2017,06-08-2021,No,Yes,Yes,Average,11.59,Average
8777,Feature Phone,41433577,Lenovo,EliteBook,09-04-2020,07-01-2021,Yes,No,No,Poor,16.37,Poor
8778,Laptop,99383305,HP,Inspiron,24-01-2014,26-05-2021,Yes,Yes,Yes,Poor,1.18,Good
8779,Laptop,68885465,HP,Vostro,10-12-2019,23-06-2021,Yes,No,Yes,Good,26.64,Good
8780,Feature Phone,67427017,Lenovo,Vostro,21-05-2015,25-01-2021,No,No,Yes,Average,34.5,Poor
8781,Laptop,54075689,Apple,Inspiron,23-01-2016,10-07-2021,No,Yes,No,Average,9.22,Good
8782,Laptop,27505090,Dell,Inspiron,26-12-2015,02-04-2021,Yes,No,No,Poor,32.36,Good
8783,Laptop,60819185,Lenovo,EliteBook,24-11-2016,03-05-2021,Yes,Yes,No,Good,20.91,Average
8784,Smart Phone,36154975,Dell,MacBook,27-04-2019,14-03-2021,Yes,Yes,No,Poor,15.53,Poor
8785,Feature Phone,49041491,Dell,ProBook,11-07-2020,02-03-2021,Yes,Yes,Yes,Average,27.62,Good
8786,Smart Phone,35016236,Lenovo,ProBook,16-02-2019,24-07-2021,No,No,Yes,Average,32.83,Good
8787,Feature Phone,89239025,Apple,ThinkPad,15-08-2014,25-06-2021,No,No,No,Average,38.54,Poor
8788,Laptop,56671582,Lenovo,ThinkPad,10-10-2017,08-02-2021,No,No,Yes,Poor,39.75,Good
8789,Smart Phone,60241979,Dell,Vostro,18-07-2020,14-03-2021,No,No,No,Average,22.32,Good
8790,Feature Phone,56953763,Apple,Vostro,26-08-2016,12-01-2021,Yes,No,No,Average,23.7,Good
8791,Laptop,33547015,Dell,Inspiron,06-06-2015,30-06-2021,No,Yes,No,Good,37.64,Poor
8792,Feature Phone,78156548,Apple,ProBook,06-03-2016,01-05-2021,Yes,Yes,No,Average,24.39,Poor
8793,Feature Phone,39693280,HP,ThinkPad,15-05-2018,11-07-2021,No,Yes,Yes,Average,22.58,Good
8794,Feature Phone,68927028,Dell,Vostro,25-01-2014,19-05-2021,No,No,Yes,Average,14.15,Poor
8795,Laptop,29794416,Apple,ThinkPad,15-02-2019,18-04-2021,No,No,No,Good,7.57,Average
8796,Laptop,44218379,Lenovo,Vostro,14-01-2014,15-04-2021,No,No,Yes,Poor,25.9,Good
8797,Smart Phone,99319991,Apple,Vostro,12-08-2018,06-06-2021,No,No,No,Average,2.67,Average
8798,Laptop,26903088,Lenovo,EliteBook,29-10-2019,28-04-2021,Yes,No,No,Good,12.95,Poor
8799,Feature Phone,92769649,Dell,MacBook,19-10-2018,01-08-2021,Yes,Yes,No,Average,31.5,Poor
8800,Feature Phone,3440742,Dell,Vostro,24-01-2018,22-04-2021,Yes,No,No,Good,26.38,Average
8801,Smart Phone,78237636,HP,Inspiron,15-04-2015,12-06-2021,Yes,Yes,Yes,Poor,19.76,Average
8802,Feature Phone,14623509,Dell,EliteBook,16-10-2017,10-01-2021,No,No,No,Poor,29.86,Poor
8803,Laptop,94047981,Lenovo,ThinkPad,26-04-2016,29-07-2021,No,No,No,Good,37.4,Average
8804,Smart Phone,4019077,Apple,Vostro,08-04-2014,16-03-2021,No,No,Yes,Good,23.26,Average
8805,Laptop,81800827,Apple,MacBook,25-12-2020,07-06-2021,Yes,No,No,Poor,2.23,Poor
8806,Feature Phone,86522403,Apple,Inspiron,15-05-2019,20-02-2021,Yes,No,Yes,Good,33.34,Average
8807,Smart Phone,69148491,Apple,EliteBook,13-02-2020,29-07-2021,No,No,Yes,Good,1.31,Poor
8808,Laptop,7552649,HP,MacBook,23-05-2016,04-07-2021,Yes,Yes,Yes,Average,17.51,Good
8809,Smart Phone,38096990,Lenovo,ProBook,16-02-2014,07-07-2021,Yes,Yes,Yes,Poor,18.48,Good
8810,Smart Phone,22267634,Dell,MacBook,07-09-2018,26-04-2021,No,No,Yes,Average,22.14,Average
8811,Smart Phone,20354701,HP,ThinkPad,02-03-2014,30-01-2021,No,Yes,No,Average,6.22,Poor
8812,Smart Phone,78811836,HP,Vostro,28-03-2019,12-07-2021,Yes,No,No,Good,19.67,Poor
8813,Feature Phone,39374943,HP,MacBook,07-11-2020,02-04-2021,Yes,Yes,Yes,Average,30.93,Average
8814,Smart Phone,60197092,Lenovo,ProBook,14-07-2017,08-08-2021,Yes,Yes,No,Good,9.75,Poor
8815,Smart Phone,68120160,HP,MacBook,20-05-2016,11-07-2021,No,No,Yes,Average,4.45,Good
8816,Laptop,15486127,Lenovo,MacBook,28-07-2015,18-04-2021,No,Yes,Yes,Good,31.75,Poor
8817,Laptop,82860622,Lenovo,EliteBook,14-04-2015,24-04-2021,Yes,No,No,Good,37.99,Poor
8818,Laptop,12498161,Apple,MacBook,20-11-2015,04-05-2021,No,No,Yes,Poor,4.68,Good
8819,Smart Phone,92433298,Dell,Vostro,17-02-2018,19-01-2021,Yes,No,No,Average,26.2,Average
8820,Feature Phone,57205793,Apple,ThinkPad,15-03-2017,09-04-2021,Yes,No,No,Good,34.81,Average
8821,Feature Phone,21691256,Lenovo,Inspiron,29-10-2018,04-01-2021,Yes,No,Yes,Poor,2.7,Average
8822,Smart Phone,60275776,Lenovo,MacBook,10-02-2014,24-06-2021,No,Yes,Yes,Average,1.8,Average
8823,Smart Phone,57308531,HP,ProBook,17-06-2018,14-05-2021,Yes,Yes,No,Good,38.56,Good
8824,Smart Phone,35999218,Lenovo,Vostro,20-04-2017,14-03-2021,No,No,Yes,Poor,3.9,Average
8825,Smart Phone,37465872,HP,ProBook,14-07-2017,05-07-2021,No,No,No,Good,2.74,Good
8826,Laptop,43317936,Lenovo,Inspiron,17-04-2015,27-03-2021,No,Yes,Yes,Average,6.67,Poor
8827,Feature Phone,60828361,HP,MacBook,14-09-2014,03-05-2021,Yes,No,Yes,Poor,24.3,Good
8828,Laptop,78933491,Dell,ThinkPad,30-07-2015,05-01-2021,No,Yes,Yes,Good,3.26,Good
8829,Smart Phone,88492858,Apple,ThinkPad,12-10-2019,24-05-2021,Yes,No,No,Poor,5.98,Poor
8830,Laptop,75190163,Apple,ProBook,25-07-2019,26-02-2021,Yes,Yes,No,Average,7.47,Average
8831,Laptop,19356099,Dell,MacBook,25-07-2020,21-03-2021,No,Yes,Yes,Good,30.51,Good
8832,Feature Phone,8764225,Dell,Inspiron,04-12-2017,19-04-2021,Yes,No,Yes,Poor,17.5,Average
8833,Smart Phone,75125912,Apple,EliteBook,13-03-2014,07-02-2021,Yes,Yes,No,Good,22.38,Poor
8834,Laptop,97108832,Apple,Inspiron,10-07-2014,15-04-2021,No,Yes,Yes,Average,33.1,Average
8835,Laptop,18321494,Lenovo,EliteBook,18-03-2020,30-01-2021,Yes,Yes,No,Good,15.27,Good
8836,Feature Phone,61021655,Dell,MacBook,02-11-2015,23-01-2021,No,No,Yes,Average,16.9,Average
8837,Laptop,84626684,HP,Inspiron,03-08-2016,12-03-2021,Yes,Yes,No,Good,11.99,Good
8838,Feature Phone,45825446,Dell,EliteBook,11-04-2019,03-01-2021,Yes,Yes,Yes,Good,19.71,Poor
8839,Feature Phone,16240872,HP,MacBook,20-11-2014,30-07-2021,No,No,Yes,Good,30.23,Average
8840,Feature Phone,80331032,Apple,Vostro,21-09-2018,07-04-2021,No,No,No,Average,9.65,Good
8841,Smart Phone,78922129,Apple,ProBook,16-09-2017,31-03-2021,Yes,Yes,No,Good,11.41,Poor
8842,Smart Phone,1716160,Apple,Vostro,24-10-2018,22-05-2021,Yes,No,No,Poor,28.2,Poor
8843,Feature Phone,74593637,HP,ThinkPad,12-11-2016,26-03-2021,Yes,Yes,No,Poor,4.77,Average
8844,Smart Phone,67746644,Dell,ProBook,21-11-2018,22-04-2021,Yes,Yes,Yes,Average,25.96,Poor
8845,Laptop,58196441,Dell,MacBook,01-07-2017,26-03-2021,No,No,No,Average,8.23,Poor
8846,Smart Phone,50775279,Dell,Vostro,08-10-2014,04-01-2021,No,Yes,Yes,Good,14.63,Good
8847,Smart Phone,95424989,HP,EliteBook,25-12-2017,08-05-2021,Yes,Yes,No,Good,14.16,Poor
8848,Smart Phone,81229208,Lenovo,ProBook,25-10-2015,28-04-2021,No,No,No,Poor,26.81,Poor
8849,Smart Phone,85076457,Dell,ThinkPad,30-05-2018,07-02-2021,No,No,No,Average,16.46,Poor
8850,Feature Phone,88926162,Apple,Inspiron,21-05-2015,12-02-2021,No,No,No,Poor,13.33,Average
8851,Laptop,78376274,Lenovo,Vostro,24-06-2016,08-04-2021,No,Yes,No,Average,1.99,Average
8852,Smart Phone,82518141,Lenovo,ProBook,19-03-2018,27-02-2021,Yes,Yes,No,Average,29.67,Average
8853,Feature Phone,51447465,HP,EliteBook,05-01-2019,11-06-2021,No,Yes,Yes,Average,26.52,Good
8854,Smart Phone,69390265,Lenovo,ProBook,08-11-2020,03-02-2021,No,Yes,No,Good,6.33,Good
8855,Smart Phone,53842626,HP,Vostro,06-11-2018,16-07-2021,Yes,Yes,No,Poor,25.48,Good
8856,Smart Phone,57499277,Lenovo,Vostro,27-12-2015,09-08-2021,No,No,Yes,Good,11.38,Poor
8857,Laptop,44258337,Apple,ThinkPad,09-02-2019,24-01-2021,Yes,Yes,Yes,Poor,18.3,Good
8858,Feature Phone,85892606,Lenovo,Vostro,23-03-2020,06-03-2021,Yes,No,Yes,Good,8.82,Poor
8859,Laptop,32830057,HP,EliteBook,10-03-2015,22-02-2021,Yes,Yes,No,Good,26,Good
8860,Feature Phone,99174095,HP,MacBook,27-09-2019,09-03-2021,No,Yes,No,Average,39.1,Good
8861,Smart Phone,67682041,HP,Vostro,18-01-2019,20-05-2021,No,No,No,Average,5.27,Average
8862,Feature Phone,74819577,HP,MacBook,27-11-2014,24-06-2021,No,No,No,Average,21.86,Average
8863,Laptop,33455563,Lenovo,EliteBook,22-02-2014,08-01-2021,Yes,Yes,No,Poor,27.89,Average
8864,Laptop,42686798,Apple,Vostro,28-09-2018,16-04-2021,Yes,Yes,Yes,Average,17.96,Average
8865,Smart Phone,30006843,Apple,Inspiron,08-05-2017,03-03-2021,Yes,No,Yes,Poor,31.41,Good
8866,Laptop,20910808,Lenovo,ProBook,08-08-2020,28-06-2021,No,No,Yes,Average,15.42,Poor
8867,Feature Phone,26773421,Apple,EliteBook,05-06-2016,10-05-2021,No,No,Yes,Average,19.98,Average
8868,Smart Phone,92969131,Lenovo,EliteBook,21-11-2018,05-06-2021,Yes,No,Yes,Average,20.24,Average
8869,Feature Phone,61677906,HP,MacBook,05-11-2018,06-02-2021,No,No,Yes,Poor,24.51,Poor
8870,Smart Phone,70769845,Apple,ThinkPad,11-03-2015,13-07-2021,Yes,No,No,Good,13.5,Average
8871,Feature Phone,34607657,Lenovo,Vostro,01-06-2018,27-02-2021,Yes,No,Yes,Poor,28.58,Good
8872,Feature Phone,22332448,Dell,Vostro,27-07-2019,16-05-2021,Yes,Yes,No,Average,23.73,Good
8873,Laptop,62141765,HP,Inspiron,28-12-2014,11-07-2021,No,Yes,No,Average,20.79,Poor
8874,Laptop,52419232,Apple,ThinkPad,03-01-2018,24-06-2021,No,No,No,Poor,24.95,Good
8875,Laptop,52591341,Dell,Inspiron,02-05-2015,26-01-2021,Yes,No,No,Average,20.84,Poor
8876,Feature Phone,51662721,Lenovo,Vostro,01-08-2019,20-01-2021,Yes,Yes,Yes,Average,1.13,Good
8877,Smart Phone,38642975,Lenovo,Inspiron,09-12-2015,17-04-2021,Yes,Yes,Yes,Average,11.83,Good
8878,Feature Phone,17669719,Apple,ThinkPad,15-08-2017,27-05-2021,Yes,No,No,Average,13.3,Poor
8879,Feature Phone,31535175,HP,Inspiron,28-10-2014,01-01-2021,No,No,No,Good,39.59,Average
8880,Feature Phone,11874997,Apple,Vostro,09-02-2015,16-03-2021,No,Yes,Yes,Average,3.97,Good
8881,Laptop,55242431,HP,Vostro,25-07-2020,16-05-2021,No,No,Yes,Poor,11.3,Average
8882,Laptop,60789242,Apple,ProBook,25-12-2016,01-08-2021,Yes,Yes,Yes,Average,6.4,Poor
8883,Laptop,15302793,Lenovo,Vostro,25-02-2016,03-03-2021,No,No,No,Good,12.27,Good
8884,Smart Phone,81989577,Lenovo,MacBook,24-08-2018,24-05-2021,No,No,Yes,Poor,33.72,Good
8885,Smart Phone,74524976,Dell,EliteBook,21-02-2015,09-05-2021,Yes,No,Yes,Good,22.95,Average
8886,Smart Phone,12844500,Lenovo,ThinkPad,28-10-2015,23-06-2021,Yes,No,Yes,Good,6.18,Good
8887,Feature Phone,7901911,Dell,ThinkPad,14-06-2014,10-06-2021,Yes,Yes,Yes,Average,24.94,Poor
8888,Laptop,64879345,HP,MacBook,12-07-2019,11-06-2021,Yes,Yes,Yes,Good,20.6,Poor
8889,Feature Phone,92471610,Apple,Inspiron,27-02-2018,22-01-2021,No,Yes,No,Average,21.28,Poor
8890,Smart Phone,14035517,Dell,EliteBook,08-08-2017,02-07-2021,Yes,No,No,Good,2.41,Poor
8891,Laptop,74152148,HP,Inspiron,06-10-2016,30-03-2021,No,Yes,Yes,Average,13.53,Poor
8892,Feature Phone,67215881,Apple,ProBook,16-10-2019,19-01-2021,Yes,Yes,No,Good,5.43,Poor
8893,Smart Phone,66397243,HP,EliteBook,27-01-2017,18-04-2021,No,No,Yes,Average,29.78,Average
8894,Laptop,94024425,Lenovo,ProBook,15-12-2014,09-05-2021,No,No,Yes,Good,37.2,Poor
8895,Feature Phone,30362741,HP,ProBook,07-12-2019,02-04-2021,No,Yes,Yes,Average,7.75,Poor
8896,Smart Phone,21594021,Lenovo,Inspiron,10-09-2019,04-01-2021,Yes,Yes,Yes,Good,39.32,Average
8897,Laptop,6296520,Apple,MacBook,28-10-2017,31-01-2021,Yes,No,No,Poor,3.68,Good
8898,Laptop,15892355,Lenovo,MacBook,27-01-2015,02-04-2021,No,Yes,Yes,Average,8.22,Poor
8899,Feature Phone,41997970,Apple,ProBook,10-11-2020,24-04-2021,Yes,No,Yes,Average,13.48,Good
8900,Feature Phone,84238498,Lenovo,ProBook,25-06-2016,28-07-2021,No,No,No,Good,36.58,Poor
8901,Smart Phone,39733504,Lenovo,MacBook,13-08-2014,28-04-2021,No,Yes,Yes,Poor,28.38,Average
8902,Smart Phone,45637803,HP,Vostro,13-02-2019,03-03-2021,Yes,Yes,Yes,Average,3.84,Poor
8903,Smart Phone,95438610,Apple,EliteBook,28-12-2014,25-05-2021,Yes,Yes,Yes,Average,28.9,Average
8904,Feature Phone,61084698,HP,ProBook,03-06-2020,05-04-2021,Yes,Yes,Yes,Good,28.63,Average
8905,Feature Phone,18237399,Lenovo,EliteBook,05-06-2019,07-02-2021,Yes,Yes,No,Average,6.67,Poor
8906,Smart Phone,67967490,Dell,ProBook,11-06-2016,08-05-2021,Yes,No,No,Poor,39.82,Good
8907,Laptop,6020811,Dell,ProBook,08-09-2016,05-02-2021,No,Yes,Yes,Average,27.21,Poor
8908,Feature Phone,97893134,Dell,Inspiron,11-07-2014,16-07-2021,No,No,Yes,Average,22.91,Good
8909,Feature Phone,72470244,Dell,EliteBook,12-06-2016,20-04-2021,Yes,Yes,Yes,Poor,13,Good
8910,Smart Phone,19603551,Lenovo,EliteBook,16-11-2015,08-01-2021,No,Yes,Yes,Poor,14.3,Good
8911,Laptop,3652732,Lenovo,MacBook,09-04-2017,27-02-2021,No,Yes,Yes,Average,14.15,Average
8912,Feature Phone,88378732,Apple,EliteBook,04-08-2018,11-06-2021,No,No,No,Good,25.14,Good
8913,Laptop,53134233,HP,ProBook,26-06-2016,16-04-2021,Yes,Yes,No,Good,17.18,Good
8914,Feature Phone,95628189,Apple,Vostro,04-04-2015,26-07-2021,No,No,Yes,Poor,35.13,Good
8915,Feature Phone,92032125,HP,EliteBook,23-01-2019,12-07-2021,Yes,No,No,Poor,35,Good
8916,Laptop,67108312,Dell,Inspiron,13-06-2017,18-03-2021,Yes,Yes,No,Average,28.63,Poor
8917,Smart Phone,84840837,Lenovo,MacBook,16-11-2019,28-04-2021,No,Yes,No,Good,17.24,Good
8918,Laptop,49521894,Dell,ProBook,31-10-2020,11-01-2021,No,No,Yes,Good,18.77,Good
8919,Smart Phone,41693964,Lenovo,MacBook,15-06-2020,16-04-2021,Yes,No,Yes,Average,4.5,Good
8920,Feature Phone,45900778,Apple,MacBook,27-01-2019,27-01-2021,Yes,Yes,Yes,Good,17.76,Good
8921,Feature Phone,54673052,Dell,MacBook,05-09-2014,18-07-2021,No,No,No,Average,29.7,Poor
8922,Feature Phone,6232429,Dell,ProBook,04-01-2017,10-01-2021,No,Yes,No,Good,25.38,Good
8923,Smart Phone,79137942,HP,Vostro,23-06-2014,30-05-2021,No,No,Yes,Poor,3.8,Average
8924,Feature Phone,26805498,Dell,MacBook,25-01-2016,12-04-2021,Yes,No,No,Average,34.57,Average
8925,Feature Phone,58441145,Lenovo,MacBook,04-01-2018,18-01-2021,Yes,Yes,No,Poor,11.37,Good
8926,Feature Phone,20405618,Lenovo,ProBook,23-11-2019,10-06-2021,Yes,Yes,Yes,Average,21.8,Average
8927,Feature Phone,47580220,Dell,ThinkPad,09-12-2015,17-06-2021,Yes,No,No,Good,12.48,Good
8928,Feature Phone,80810001,HP,MacBook,28-05-2017,14-02-2021,No,No,No,Average,36.8,Average
8929,Feature Phone,71026602,HP,ProBook,15-10-2014,01-06-2021,Yes,Yes,No,Average,21.62,Poor
8930,Laptop,98691203,Dell,Vostro,20-05-2019,25-02-2021,Yes,Yes,No,Poor,21.9,Average
8931,Feature Phone,39002174,Lenovo,ThinkPad,18-04-2018,14-01-2021,Yes,No,No,Average,13.43,Average
8932,Laptop,30646216,Apple,Inspiron,17-08-2020,24-07-2021,No,Yes,Yes,Average,25.78,Poor
8933,Feature Phone,76596438,Lenovo,ProBook,24-09-2016,02-07-2021,Yes,No,Yes,Poor,20.43,Poor
8934,Feature Phone,47842465,Lenovo,ProBook,18-06-2020,27-04-2021,No,No,No,Good,35.97,Poor
8935,Laptop,25484465,Dell,ProBook,26-05-2014,07-01-2021,Yes,Yes,No,Average,3.5,Poor
8936,Smart Phone,124058,Dell,ProBook,22-06-2020,12-01-2021,Yes,No,No,Average,31.5,Good
