,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,Assessment_Date,Age,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
7608,Smart Phone,45237966,Apple,Iphone XS,2020-07-31,2021-06-30,2022-02-18,567 days,No,No,Yes,Good,15.51,Good
7609,Feature Phone,68435639,Samsung,215,2017-01-21,2021-06-15,2022-02-18,1854 days,No,No,No,Poor,1.84,Poor
7610,Laptop,69464232,Dell,Vostro,2014-12-17,2021-03-25,2022-02-18,2620 days,No,No,No,Good,19.5,Good
7611,Smart Phone,39703002,Nokia,X100,2020-09-14,2021-05-24,2022-02-18,522 days,Yes,No,Yes,Good,17.26,Good
7612,Smart Phone,87312645,Blackberry,Curve,2014-06-11,2021-03-05,2022-02-18,2809 days,No,Yes,No,Average,6.24,Average
7613,Laptop,77900470,Dell,Vostro,2018-04-20,2021-05-08,2022-02-18,1400 days,Yes,Yes,Yes,Good,17.75,Good
7614,Smart Phone,42218531,Samsung,Galaxy A6,2016-04-22,2021-06-12,2022-02-18,2128 days,No,Yes,No,Good,18.98,Good
7615,Laptop,53384775,Dell,Inspiron,2020-11-05,2021-07-18,2022-02-18,470 days,No,Yes,Yes,Poor,4.68,Poor
7616,Feature Phone,42180111,Nokia,215,2019-02-07,2021-03-29,2022-02-18,1107 days,No,No,No,Good,15.42,Good
7617,Laptop,72784884,Dell,Vostro,2014-12-29,2021-02-24,2022-02-18,2608 days,No,No,No,Poor,2.39,Poor
7618,Laptop,21314544,Apple,MacBook,2019-12-29,2021-03-08,2022-02-18,782 days,No,Yes,Yes,Good,12.26,Good
7619,Smart Phone,33234878,Blackberry,Aurora,2018-08-14,2021-03-29,2022-02-18,1284 days,Yes,No,Yes,Average,9.99,Average
7620,Smart Phone,16572096,OnePlus,OnePlus 6T,2019-06-02,2021-07-14,2022-02-18,992 days,No,No,No,Average,8.56,Average
7621,Feature Phone,74550661,Samsung,5310,2015-08-17,2021-06-09,2022-02-18,2377 days,Yes,Yes,Yes,Average,7.59,Average
7622,Laptop,29957835,Lenovo,ThinkPad,2014-02-02,2021-03-08,2022-02-18,2938 days,Yes,No,Yes,Good,18.31,Good
7623,Laptop,01738674,HP,Pavilion,2019-09-16,2021-03-03,2022-02-18,886 days,Yes,Yes,Yes,Poor,4.34,Poor
7624,Feature Phone,80140511,Nokia,125,2018-01-20,2021-02-03,2022-02-18,1490 days,No,No,No,Poor,4.81,Poor
7625,Feature Phone,73584889,Nokia,5310,2016-02-09,2021-01-07,2022-02-18,2201 days,No,No,Yes,Poor,1.49,Poor
7626,Smart Phone,38081804,Blackberry,Passport,2019-12-08,2021-02-21,2022-02-18,803 days,No,No,Yes,Good,15.53,Good
7627,Feature Phone,01722369,Samsung,125,2017-02-25,2021-02-25,2022-02-18,1819 days,No,No,Yes,Poor,4.61,Poor
7628,Feature Phone,53024312,Samsung,125,2019-12-08,2021-04-02,2022-02-18,803 days,No,No,No,Average,6.43,Average
7629,Smart Phone,99929763,OnePlus,OnePlus 6,2016-12-31,2021-03-24,2022-02-18,1875 days,No,Yes,Yes,Average,6.32,Average
7630,Feature Phone,67178278,Samsung,6300,2015-05-06,2021-04-20,2022-02-18,2480 days,No,Yes,No,Average,7.95,Average
7631,Smart Phone,49177350,Oppo,N1,2020-02-13,2021-01-07,2022-02-18,736 days,No,Yes,No,Good,17.2,Good
7632,Smart Phone,19916309,Oppo,A3s,2016-01-31,2021-07-04,2022-02-18,2210 days,No,Yes,No,Average,6.4,Average
7633,Laptop,76809347,HP,Pavilion,2015-04-20,2021-08-07,2022-02-18,2496 days,Yes,No,Yes,Poor,4.2,Poor
7634,Feature Phone,46234308,Nokia,6300,2020-02-14,2021-05-09,2022-02-18,735 days,No,Yes,No,Average,7.71,Average
7635,Feature Phone,39705594,Samsung,215,2019-08-08,2021-06-04,2022-02-18,925 days,No,No,No,Poor,2.5,Poor
7636,Laptop,98996124,Dell,Inspiron,2019-03-02,2021-06-09,2022-02-18,1084 days,No,No,No,Poor,3.65,Poor
7637,Smart Phone,97628132,Samsung,Galaxy A6,2019-04-16,2021-03-10,2022-02-18,1039 days,No,Yes,No,Good,12.87,Good
7638,Laptop,15153364,Lenovo,Ideapad,2018-10-07,2021-06-28,2022-02-18,1230 days,No,No,No,Poor,4.95,Poor
7639,Smart Phone,94033618,Oppo,A3s,2015-04-17,2021-02-28,2022-02-18,2499 days,No,No,Yes,Average,7.1,Average
7640,Laptop,78875920,Dell,Inspiron,2019-11-30,2021-01-31,2022-02-18,811 days,No,No,No,Good,12.21,Good
7641,Laptop,66811961,HP,Probook,2020-04-03,2021-02-08,2022-02-18,686 days,No,Yes,No,Poor,1.6,Poor
7642,Feature Phone,00907897,Nokia,8000,2016-12-03,2021-04-14,2022-02-18,1903 days,No,Yes,No,Poor,3.82,Poor
7643,Smart Phone,11644996,Oppo,Find 7,2015-04-30,2021-03-16,2022-02-18,2486 days,No,No,No,Poor,1.6,Poor
7644,Feature Phone,14442148,Samsung,5310,2018-04-08,2021-04-08,2022-02-18,1412 days,No,Yes,No,Average,8.52,Average
7645,Laptop,46960542,Dell,Inspiron,2014-10-27,2021-03-27,2022-02-18,2671 days,Yes,Yes,Yes,Poor,1.33,Poor
7646,Smart Phone,10261002,Nokia,XR20,2017-02-08,2021-02-16,2022-02-18,1836 days,No,No,Yes,Good,17.3,Good
7647,Smart Phone,62705370,Oppo,Find 7,2016-04-05,2021-01-28,2022-02-18,2145 days,No,Yes,No,Good,18.3,Good
7648,Laptop,91220325,Dell,Inspiron,2015-04-15,2021-06-02,2022-02-18,2501 days,No,Yes,No,Good,15.52,Good
7649,Feature Phone,36529421,Samsung,215,2016-08-12,2021-07-16,2022-02-18,2016 days,No,No,No,Poor,2.84,Poor
7650,Smart Phone,47266391,Oppo,Neo,2019-08-31,2021-07-03,2022-02-18,902 days,Yes,No,Yes,Poor,2.67,Poor
7651,Laptop,99852603,HP,Pavilion,2014-03-18,2021-03-16,2022-02-18,2894 days,No,Yes,No,Good,11.29,Good
7652,Feature Phone,06279790,Nokia,125,2018-06-25,2021-04-26,2022-02-18,1334 days,Yes,No,Yes,Good,17.8,Good
7653,Smart Phone,13291617,Oppo,N1,2020-06-15,2021-04-10,2022-02-18,613 days,No,No,No,Poor,3.25,Poor
7654,Feature Phone,49697247,Nokia,125,2017-09-02,2021-04-19,2022-02-18,1630 days,No,Yes,No,Poor,1.11,Poor
7655,Laptop,14934056,Lenovo,ThinkPad,2016-02-19,2021-06-14,2022-02-18,2191 days,No,No,No,Poor,2.38,Poor
7656,Feature Phone,16289321,Nokia,125,2015-02-18,2021-02-02,2022-02-18,2557 days,No,Yes,Yes,Poor,4.51,Poor
7657,Feature Phone,78953819,Nokia,125,2020-06-19,2021-03-11,2022-02-18,609 days,No,No,Yes,Good,12.33,Good
7658,Smart Phone,19400969,Apple,Iphone 12,2014-04-18,2021-03-28,2022-02-18,2863 days,No,Yes,Yes,Poor,4.43,Poor
7659,Feature Phone,96172773,Samsung,225,2016-07-25,2021-07-15,2022-02-18,2034 days,No,Yes,No,Poor,2.69,Poor
7660,Laptop,78848139,HP,Pavilion,2018-03-07,2021-03-21,2022-02-18,1444 days,No,No,No,Good,15.5,Good
7661,Smart Phone,77370877,Samsung,Galaxy A8s,2015-12-07,2021-07-18,2022-02-18,2265 days,Yes,Yes,Yes,Average,7.33,Average
7662,Laptop,29070107,Lenovo,Ideapad,2016-11-17,2021-04-26,2022-02-18,1919 days,No,No,Yes,Poor,3.35,Poor
7663,Smart Phone,26107691,Samsung,Galaxy Note 9,2014-04-05,2021-06-08,2022-02-18,2876 days,Yes,No,Yes,Average,8.1,Average
7664,Smart Phone,59068402,Apple,Iphone 11,2018-12-31,2021-07-16,2022-02-18,1145 days,No,No,Yes,Poor,1.5,Poor
7665,Feature Phone,81140343,Samsung,215,2018-09-25,2021-05-22,2022-02-18,1242 days,Yes,No,Yes,Poor,3.73,Poor
7666,Laptop,81553204,Dell,Vostro,2019-02-28,2021-04-12,2022-02-18,1086 days,No,No,Yes,Good,15.87,Good
7667,Feature Phone,54647084,Samsung,5310,2016-09-11,2021-01-15,2022-02-18,1986 days,No,No,No,Good,15.51,Good
7668,Feature Phone,57182865,Samsung,215,2019-12-17,2021-05-23,2022-02-18,794 days,No,Yes,No,Average,7.75,Average
7669,Laptop,97981909,Dell,Inspiron,2019-02-05,2021-03-11,2022-02-18,1109 days,No,Yes,Yes,Good,16.16,Good
7670,Feature Phone,39606754,Samsung,225,2016-03-18,2021-02-14,2022-02-18,2163 days,No,Yes,Yes,Good,12.12,Good
7671,Feature Phone,85435452,Nokia,5310,2017-09-15,2021-03-03,2022-02-18,1617 days,No,Yes,No,Good,15.5,Good
7672,Smart Phone,15566867,Apple,Iphone X,2019-07-28,2021-04-12,2022-02-18,936 days,No,Yes,No,Good,14.36,Good
7673,Laptop,99095635,HP,Probook,2014-12-22,2021-07-16,2022-02-18,2615 days,Yes,Yes,Yes,Good,14.14,Good
7674,Smart Phone,85719798,Apple,Iphone 6,2018-09-10,2021-06-08,2022-02-18,1257 days,Yes,No,Yes,Poor,2.18,Poor
7675,Feature Phone,78210974,Nokia,8000,2020-03-09,2021-07-12,2022-02-18,711 days,No,No,No,Good,17.97,Good
7676,Feature Phone,78696778,Nokia,215,2020-01-17,2021-02-16,2022-02-18,763 days,No,No,No,Good,15.19,Good
7677,Feature Phone,66235217,Samsung,215,2018-08-27,2021-05-22,2022-02-18,1271 days,Yes,No,Yes,Good,15.91,Good
7678,Laptop,50208265,Apple,ProBook,2018-09-27,2021-03-25,2022-02-18,1240 days,No,No,No,Good,11.7,Good
7679,Laptop,28669500,Apple,ProBook,2017-09-25,2021-05-24,2022-02-18,1607 days,Yes,No,Yes,Good,13.95,Good
7680,Laptop,99268268,Lenovo,ThinkPad,2020-04-23,2021-02-03,2022-02-18,666 days,Yes,Yes,Yes,Good,19.68,Good
7681,Smart Phone,32255058,Apple,Iphone X,2018-02-17,2021-03-25,2022-02-18,1462 days,No,No,Yes,Poor,4.21,Poor
7682,Laptop,92253759,Apple,MacBook,2014-08-02,2021-03-28,2022-02-18,2757 days,Yes,Yes,Yes,Poor,3.44,Poor
7683,Smart Phone,32466195,Samsung,Galaxy A8s,2019-09-05,2021-06-02,2022-02-18,897 days,No,No,No,Poor,1.64,Poor
7684,Feature Phone,80006732,Samsung,215,2017-05-11,2021-03-16,2022-02-18,1744 days,Yes,No,Yes,Poor,1.5,Poor
7685,Laptop,77896063,Lenovo,Ideapad,2015-07-14,2021-06-07,2022-02-18,2411 days,No,No,Yes,Average,7.85,Average
7686,Feature Phone,91614155,Samsung,125,2019-07-17,2021-01-24,2022-02-18,947 days,Yes,Yes,Yes,Average,8.78,Average
7687,Laptop,42397946,Dell,Inspiron,2020-11-08,2021-02-28,2022-02-18,467 days,No,Yes,No,Good,16.81,Good
7688,Feature Phone,01445893,Samsung,225,2014-04-11,2021-08-09,2022-02-18,2870 days,No,Yes,Yes,Average,9.48,Average
7689,Laptop,98967629,Lenovo,ThinkPad,2014-05-31,2021-01-13,2022-02-18,2820 days,Yes,Yes,Yes,Poor,4.35,Poor
7690,Laptop,88022574,Dell,Vostro,2015-06-14,2021-02-17,2022-02-18,2441 days,No,No,No,Poor,1.2,Poor
7691,Laptop,24000536,Apple,ProBook,2020-03-14,2021-03-03,2022-02-18,706 days,Yes,No,Yes,Good,16.23,Good
7692,Feature Phone,81420988,Samsung,6300,2019-03-12,2021-05-04,2022-02-18,1074 days,No,No,No,Good,15.7,Good
7693,Feature Phone,22814661,Samsung,8000,2018-04-29,2021-06-13,2022-02-18,1391 days,No,No,No,Good,15.64,Good
7694,Feature Phone,02846521,Nokia,215,2017-02-27,2021-03-25,2022-02-18,1817 days,No,No,No,Average,8.49,Average
7695,Smart Phone,32536034,Apple,Iphone 5S,2016-05-02,2021-04-18,2022-02-18,2118 days,No,Yes,No,Good,11.9,Good
7696,Laptop,62439312,Lenovo,ThinkPad,2018-04-13,2021-04-10,2022-02-18,1407 days,No,No,Yes,Average,8.18,Average
7697,Feature Phone,27684054,Samsung,6300,2018-12-30,2021-02-09,2022-02-18,1146 days,Yes,Yes,Yes,Poor,2.92,Poor
7698,Smart Phone,45463532,Oppo,R1,2015-11-21,2021-06-07,2022-02-18,2281 days,Yes,No,Yes,Average,8.2,Average
7699,Feature Phone,45446658,Samsung,5310,2019-03-12,2021-03-31,2022-02-18,1074 days,Yes,No,Yes,Poor,3.93,Poor
7700,Smart Phone,96715871,Apple,Iphone 6,2018-11-05,2021-02-15,2022-02-18,1201 days,No,Yes,No,Average,7.76,Average
7701,Feature Phone,88602097,Samsung,8000,2017-11-22,2021-06-26,2022-02-18,1549 days,No,No,Yes,Average,6.52,Average
7702,Smart Phone,72641101,Apple,Iphone XR,2020-01-28,2021-04-21,2022-02-18,752 days,Yes,Yes,Yes,Good,16.36,Good
7703,Feature Phone,81248995,Nokia,8000,2014-05-11,2021-08-06,2022-02-18,2840 days,No,No,No,Average,7.15,Average
7704,Laptop,74305070,HP,EliteBook,2014-03-20,2021-07-21,2022-02-18,2892 days,No,Yes,No,Poor,3.84,Poor
7705,Laptop,95302133,Dell,Vostro,2019-10-29,2021-02-16,2022-02-18,843 days,No,Yes,No,Poor,4.71,Poor
7706,Feature Phone,57884349,Nokia,215,2020-07-01,2021-02-28,2022-02-18,597 days,No,No,Yes,Average,6.5,Average
7707,Feature Phone,35690108,Samsung,215,2015-02-16,2021-04-25,2022-02-18,2559 days,No,Yes,No,Poor,4.26,Poor
7708,Smart Phone,01095944,Apple,Iphone 7,2014-02-15,2021-04-08,2022-02-18,2925 days,No,No,Yes,Good,17.57,Good
7709,Feature Phone,94030778,Nokia,5310,2014-01-09,2021-06-25,2022-02-18,2962 days,No,No,No,Poor,2.47,Poor
7710,Smart Phone,85648883,Samsung,Galaxy A6,2018-06-02,2021-07-15,2022-02-18,1357 days,No,Yes,Yes,Poor,2.2,Poor
7711,Smart Phone,46362346,OnePlus,OnePlus 9R,2017-05-05,2021-03-26,2022-02-18,1750 days,No,Yes,No,Average,8.68,Average
7712,Feature Phone,60173218,Samsung,215,2016-04-05,2021-07-11,2022-02-18,2145 days,No,No,Yes,Average,8.95,Average
7713,Laptop,81885404,Apple,MacBook,2015-08-27,2021-07-19,2022-02-18,2367 days,Yes,Yes,Yes,Good,19.98,Good
7714,Feature Phone,62601818,Samsung,215,2018-01-01,2021-04-08,2022-02-18,1509 days,No,Yes,Yes,Good,12.54,Good
7715,Feature Phone,82939762,Nokia,8000,2019-02-18,2021-04-22,2022-02-18,1096 days,No,No,No,Average,9.2,Average
7716,Feature Phone,39775443,Nokia,125,2016-06-29,2021-02-15,2022-02-18,2060 days,No,Yes,Yes,Average,7.94,Average
7717,Feature Phone,90460067,Nokia,225,2015-08-30,2021-06-24,2022-02-18,2364 days,Yes,No,Yes,Poor,1.12,Poor
7718,Smart Phone,04106197,OnePlus,OnePlus 6T,2019-03-05,2021-01-16,2022-02-18,1081 days,No,No,No,Poor,2.87,Poor
7719,Laptop,32682496,Dell,Inspiron,2017-08-05,2021-03-10,2022-02-18,1658 days,No,No,Yes,Average,7.28,Average
7720,Smart Phone,27726822,OnePlus,OnePlus 6,2014-08-24,2021-06-15,2022-02-18,2735 days,No,Yes,No,Average,6.4,Average
7721,Feature Phone,31504218,Samsung,6300,2016-03-12,2021-03-11,2022-02-18,2169 days,Yes,No,Yes,Good,11.42,Good
7722,Smart Phone,28466406,Samsung,Galaxy A8s,2019-04-08,2021-03-27,2022-02-18,1047 days,Yes,No,Yes,Poor,2.47,Poor
7723,Laptop,44778026,Dell,Vostro,2019-12-31,2021-06-01,2022-02-18,780 days,No,Yes,Yes,Average,7.34,Average
7724,Laptop,50410347,Dell,Vostro,2016-09-09,2021-01-09,2022-02-18,1988 days,No,Yes,No,Good,13.85,Good
7725,Laptop,80411673,HP,Pavilion,2017-10-09,2021-07-17,2022-02-18,1593 days,No,Yes,No,Good,13.2,Good
7726,Smart Phone,24391115,Samsung,Galaxy A8s,2017-10-23,2021-07-11,2022-02-18,1579 days,No,No,No,Good,12.4,Good
7727,Feature Phone,65758922,Samsung,215,2014-07-28,2021-01-13,2022-02-18,2762 days,Yes,No,Yes,Good,17.63,Good
7728,Feature Phone,78464469,Samsung,8000,2014-12-06,2021-04-03,2022-02-18,2631 days,Yes,No,Yes,Poor,3.59,Poor
7729,Laptop,48905541,Lenovo,ThinkPad,2020-09-03,2021-05-11,2022-02-18,533 days,Yes,Yes,Yes,Average,6.66,Average
7730,Laptop,43600946,HP,Probook,2020-08-23,2021-03-13,2022-02-18,544 days,No,Yes,Yes,Average,6.65,Average
7731,Feature Phone,18802184,Nokia,225,2015-04-11,2021-04-07,2022-02-18,2505 days,No,No,No,Poor,3.96,Poor
7732,Feature Phone,00596282,Samsung,125,2015-05-27,2021-02-04,2022-02-18,2459 days,No,Yes,Yes,Poor,3.85,Poor
7733,Laptop,30730458,HP,Pavilion,2016-12-01,2021-06-19,2022-02-18,1905 days,No,No,Yes,Average,8.8,Average
7734,Laptop,22329738,HP,Probook,2015-04-27,2021-01-25,2022-02-18,2489 days,No,No,Yes,Average,6.61,Average
7735,Feature Phone,46141736,Nokia,225,2018-10-21,2021-04-06,2022-02-18,1216 days,Yes,No,Yes,Poor,1.64,Poor
7736,Smart Phone,66334651,Oppo,R1,2015-12-22,2021-04-05,2022-02-18,2250 days,No,Yes,No,Good,13.78,Good
7737,Feature Phone,99924409,Nokia,8000,2017-07-05,2021-07-03,2022-02-18,1689 days,Yes,No,Yes,Average,8.8,Average
7738,Laptop,31592543,HP,Probook,2016-09-08,2021-05-16,2022-02-18,1989 days,Yes,Yes,Yes,Good,12.8,Good
7739,Feature Phone,71298856,Samsung,125,2014-03-30,2021-06-18,2022-02-18,2882 days,No,No,No,Good,15.34,Good
7740,Laptop,66003250,Apple,MacBook,2014-04-14,2021-05-08,2022-02-18,2867 days,Yes,No,Yes,Average,7.1,Average
7741,Smart Phone,60262905,Samsung,Galaxy S9,2015-07-31,2021-06-16,2022-02-18,2394 days,Yes,Yes,Yes,Average,7.2,Average
7742,Laptop,12738571,Dell,Inspiron,2014-06-09,2021-06-01,2022-02-18,2811 days,No,No,No,Average,8.1,Average
7743,Smart Phone,04757436,Oppo,Find 7,2016-09-14,2021-07-05,2022-02-18,1983 days,No,No,No,Poor,1.22,Poor
7744,Smart Phone,29917174,Nokia,X20,2018-06-19,2021-04-06,2022-02-18,1340 days,Yes,Yes,Yes,Average,8.9,Average
7745,Laptop,48623780,Apple,MacBook,2016-11-17,2021-07-16,2022-02-18,1919 days,No,No,No,Average,6.53,Average
7746,Feature Phone,46471420,Samsung,8000,2017-12-26,2021-04-20,2022-02-18,1515 days,Yes,No,Yes,Good,14.38,Good
7747,Smart Phone,07291104,Samsung,Galaxy S9,2020-10-21,2021-02-05,2022-02-18,485 days,Yes,Yes,Yes,Good,12.83,Good
7748,Smart Phone,24310413,Nokia,T20,2020-04-24,2021-07-10,2022-02-18,665 days,No,Yes,No,Average,7.32,Average
7749,Smart Phone,70371901,Samsung,Galaxy J7 duo,2018-04-03,2021-07-15,2022-02-18,1417 days,Yes,No,Yes,Good,15.22,Good
7750,Feature Phone,04253730,Samsung,215,2015-10-06,2021-05-28,2022-02-18,2327 days,No,No,No,Good,13.65,Good
7751,Smart Phone,30584679,OnePlus,OnePlus nord,2018-03-18,2021-05-09,2022-02-18,1433 days,No,No,No,Good,19.82,Good
7752,Smart Phone,23383098,Nokia,X20,2017-11-23,2021-06-08,2022-02-18,1548 days,No,No,No,Good,18.52,Good
7753,Laptop,92581555,Apple,MacBook,2017-12-01,2021-06-11,2022-02-18,1540 days,No,Yes,No,Poor,3.24,Poor
7754,Laptop,63021226,Apple,ProBook,2014-04-22,2021-06-15,2022-02-18,2859 days,No,No,Yes,Average,7.64,Average
7755,Feature Phone,90968389,Samsung,225,2016-08-07,2021-04-19,2022-02-18,2021 days,No,No,Yes,Poor,2.48,Poor
7756,Laptop,25973228,Dell,Vostro,2016-01-29,2021-02-05,2022-02-18,2212 days,No,Yes,No,Good,15.3,Good
7757,Smart Phone,27500712,Blackberry,Aurora,2015-12-22,2021-05-23,2022-02-18,2250 days,Yes,No,Yes,Poor,2.71,Poor
7758,Laptop,88472850,Apple,ProBook,2017-01-18,2021-02-03,2022-02-18,1857 days,No,No,Yes,Poor,1.43,Poor
7759,Laptop,24663472,HP,EliteBook,2019-06-05,2021-04-17,2022-02-18,989 days,No,Yes,No,Average,6.66,Average
7760,Smart Phone,42314738,Samsung,Galaxy J7 duo,2020-12-07,2021-04-08,2022-02-18,438 days,No,No,Yes,Average,7.26,Average
7761,Laptop,48585705,Lenovo,ThinkPad,2020-07-02,2021-05-21,2022-02-18,596 days,No,No,No,Average,9.78,Average
7762,Feature Phone,16562509,Nokia,125,2019-12-13,2021-07-15,2022-02-18,798 days,Yes,Yes,Yes,Poor,3.8,Poor
7763,Feature Phone,01401202,Nokia,225,2016-05-23,2021-05-02,2022-02-18,2097 days,Yes,No,Yes,Good,15.69,Good
7764,Laptop,10810194,HP,Pavilion,2016-03-31,2021-07-29,2022-02-18,2150 days,No,No,Yes,Good,14.3,Good
7765,Feature Phone,69889462,Samsung,8000,2020-10-22,2021-07-01,2022-02-18,484 days,Yes,No,Yes,Good,19.1,Good
7766,Laptop,44663186,HP,EliteBook,2015-11-18,2021-07-07,2022-02-18,2284 days,Yes,Yes,Yes,Poor,2.7,Poor
7767,Smart Phone,00219600,Samsung,Galaxy A6,2020-11-19,2021-06-05,2022-02-18,456 days,No,Yes,Yes,Poor,1.91,Poor
7768,Feature Phone,77102447,Samsung,5310,2014-12-16,2021-05-27,2022-02-18,2621 days,No,Yes,Yes,Average,7.32,Average
7769,Laptop,10090374,Apple,ProBook,2018-06-04,2021-05-21,2022-02-18,1355 days,No,No,No,Poor,1.66,Poor
7770,Smart Phone,67550500,Samsung,Galaxy J7 duo,2014-02-02,2021-08-01,2022-02-18,2938 days,No,Yes,Yes,Poor,2.13,Poor
7771,Feature Phone,78631311,Samsung,6300,2014-06-13,2021-06-17,2022-02-18,2807 days,Yes,Yes,Yes,Poor,2.9,Poor
7772,Laptop,38052217,Apple,ProBook,2019-01-27,2021-04-23,2022-02-18,1118 days,Yes,Yes,Yes,Average,8.14,Average
7773,Smart Phone,14031328,Samsung,Galaxy A6,2019-10-25,2021-07-02,2022-02-18,847 days,No,Yes,No,Poor,2.36,Poor
7774,Laptop,39319227,Dell,Vostro,2014-03-05,2021-02-17,2022-02-18,2907 days,Yes,No,Yes,Good,15.61,Good
7775,Laptop,90204425,HP,Probook,2015-05-10,2021-01-16,2022-02-18,2476 days,No,No,Yes,Average,9.57,Average
7776,Feature Phone,08856258,Samsung,215,2017-08-17,2021-05-13,2022-02-18,1646 days,Yes,Yes,Yes,Poor,1.25,Poor
7777,Feature Phone,37248710,Samsung,125,2016-02-17,2021-05-30,2022-02-18,2193 days,Yes,Yes,Yes,Good,12.69,Good
7778,Laptop,70905281,Dell,Vostro,2018-11-06,2021-04-12,2022-02-18,1200 days,No,Yes,Yes,Poor,4.25,Poor
7779,Smart Phone,60417497,Nokia,G50,2018-03-23,2021-07-30,2022-02-18,1428 days,Yes,Yes,Yes,Poor,1.75,Poor
7780,Laptop,82973988,Dell,Vostro,2015-12-30,2021-04-22,2022-02-18,2242 days,No,Yes,No,Average,8.3,Average
7781,Feature Phone,20612030,Samsung,215,2018-11-13,2021-05-01,2022-02-18,1193 days,No,Yes,No,Good,17.31,Good
7782,Feature Phone,87855760,Samsung,5310,2014-09-03,2021-05-27,2022-02-18,2725 days,Yes,No,Yes,Poor,4.37,Poor
7783,Laptop,76316623,HP,Pavilion,2017-12-16,2021-06-03,2022-02-18,1525 days,No,No,No,Average,9.93,Average
7784,Feature Phone,46716828,Nokia,215,2020-10-28,2021-05-04,2022-02-18,478 days,Yes,Yes,Yes,Poor,2.31,Poor
7785,Feature Phone,46058249,Nokia,8000,2020-03-10,2021-01-26,2022-02-18,710 days,Yes,No,Yes,Poor,1.98,Poor
7786,Laptop,73436089,Dell,Inspiron,2019-03-24,2021-01-26,2022-02-18,1062 days,Yes,Yes,Yes,Good,18.16,Good
7787,Feature Phone,75143022,Samsung,215,2017-02-24,2021-04-30,2022-02-18,1820 days,Yes,Yes,Yes,Good,12.93,Good
7788,Feature Phone,38000225,Nokia,225,2014-04-22,2021-03-08,2022-02-18,2859 days,No,Yes,No,Poor,3.55,Poor
7789,Smart Phone,34910108,Nokia,X100,2019-05-25,2021-06-22,2022-02-18,1000 days,No,No,No,Poor,2.6,Poor
7790,Laptop,74501069,Dell,Inspiron,2016-01-06,2021-02-18,2022-02-18,2235 days,No,Yes,No,Average,7.84,Average
7791,Laptop,74992997,Dell,Vostro,2015-08-19,2021-01-07,2022-02-18,2375 days,Yes,Yes,Yes,Poor,4.44,Poor
7792,Smart Phone,73899259,Apple,Iphone 5S,2018-04-12,2021-02-03,2022-02-18,1408 days,No,Yes,No,Average,6.5,Average
7793,Laptop,52814310,Dell,Inspiron,2015-05-18,2021-03-01,2022-02-18,2468 days,No,No,Yes,Poor,2.76,Poor
7794,Feature Phone,85187979,Samsung,215,2017-04-06,2021-06-26,2022-02-18,1779 days,No,Yes,No,Average,7.32,Average
7795,Feature Phone,29643486,Samsung,6300,2016-01-11,2021-05-10,2022-02-18,2230 days,Yes,Yes,Yes,Good,18.22,Good
7796,Laptop,57585109,Dell,Vostro,2016-08-05,2021-06-10,2022-02-18,2023 days,Yes,Yes,Yes,Poor,4.65,Poor
7797,Laptop,10631645,Lenovo,Ideapad,2017-02-23,2021-04-13,2022-02-18,1821 days,No,No,No,Good,14.12,Good
7798,Smart Phone,13706623,Nokia,X10,2017-08-09,2021-07-01,2022-02-18,1654 days,No,No,No,Poor,3.2,Poor
7799,Feature Phone,81497317,Nokia,5310,2019-04-05,2021-05-21,2022-02-18,1050 days,No,No,Yes,Good,19.15,Good
7800,Smart Phone,54566507,Apple,Iphone 6S,2019-02-24,2021-01-03,2022-02-18,1090 days,No,No,No,Good,14.56,Good
7801,Laptop,86182416,Apple,ProBook,2014-02-26,2021-02-06,2022-02-18,2914 days,No,No,No,Poor,3.7,Poor
7802,Feature Phone,74287444,Samsung,6300,2018-10-08,2021-02-24,2022-02-18,1229 days,No,Yes,No,Poor,2.83,Poor
7803,Smart Phone,02396439,Samsung,Galaxy A8s,2017-08-20,2021-04-25,2022-02-18,1643 days,No,No,No,Average,7.26,Average
7804,Laptop,75710675,Apple,MacBook,2018-04-10,2021-05-08,2022-02-18,1410 days,No,Yes,No,Poor,2.5,Poor
7805,Feature Phone,21090929,Samsung,215,2015-05-17,2021-06-08,2022-02-18,2469 days,No,No,No,Poor,4.87,Poor
7806,Smart Phone,38899461,Apple,Iphone XR,2019-08-18,2021-06-02,2022-02-18,915 days,Yes,No,Yes,Good,15.56,Good
7807,Laptop,05318414,Apple,MacBook,2019-03-03,2021-04-10,2022-02-18,1083 days,No,Yes,Yes,Good,18.42,Good
7808,Feature Phone,86102933,Nokia,5310,2018-01-03,2021-02-04,2022-02-18,1507 days,No,No,No,Poor,1.17,Poor
7809,Smart Phone,06814243,Blackberry,Q5,2020-09-29,2021-04-25,2022-02-18,507 days,Yes,No,Yes,Average,9.41,Average
7810,Feature Phone,61848740,Samsung,5310,2017-07-29,2021-03-19,2022-02-18,1665 days,No,Yes,No,Poor,4.86,Poor
7811,Feature Phone,65333570,Samsung,225,2020-06-29,2021-07-22,2022-02-18,599 days,Yes,Yes,Yes,Poor,3.79,Poor
7812,Laptop,82764623,Lenovo,Ideapad,2017-02-23,2021-04-03,2022-02-18,1821 days,No,Yes,No,Average,6.92,Average
