,Device_type,Device_ID,Device_brand,Device_model,Manufacture_Date,Allocation_Date,device_in_use,water_damage,device_responsive,battery_health,Usage(hrs),Latency(ms)
8468,Laptop,766487,HP,EliteBook,10-02-2016,18-02-2021,No,No,No,Poor,4.36,Average
8469,Laptop,93080682,HP,Probook,08-06-2020,01-05-2021,No,Yes,No,Poor,3.7,Good
8470,Feature Phone,372916,Samsung,225,03-01-2016,05-07-2021,No,Yes,No,Good,17,Poor
8471,Laptop,37055028,Apple,MacBook,26-11-2020,28-05-2021,No,Yes,Yes,Good,19.94,Average
8472,Laptop,50358809,Lenovo,ThinkPad,20-08-2017,31-05-2021,No,No,Yes,Average,9.19,Poor
8473,Smart Phone,7030192,Samsung,Galaxy S9,07-08-2017,01-02-2021,No,No,No,Average,8.11,Average
8474,Laptop,56817379,Dell,Vostro,30-09-2016,10-01-2021,No,Yes,No,Good,16.65,Good
8475,Feature Phone,48609272,Samsung,215,18-09-2018,14-04-2021,No,No,No,Poor,4.52,Good
8476,Feature Phone,29574063,Samsung,215,15-08-2014,20-05-2021,No,Yes,No,Good,11.1,Good
8477,Feature Phone,71832357,Samsung,8000,06-08-2015,08-02-2021,No,Yes,No,Average,5.97,Poor
8478,Laptop,54625938,Dell,Vostro,29-10-2014,07-05-2021,Yes,Yes,Yes,Average,9.84,Poor
8479,Smart Phone,98991990,Blackberry,Leap,24-05-2019,03-05-2021,No,No,Yes,Good,2.84,Good
8480,Laptop,7863363,Dell,Inspiron,22-03-2016,02-05-2021,No,No,No,Good,4.47,Poor
8481,Feature Phone,92817661,Samsung,5310,24-05-2019,13-01-2021,No,Yes,No,Average,6.66,Poor
8482,Feature Phone,2827933,Nokia,5310,06-12-2018,19-05-2021,No,No,Yes,Good,5.29,Good
8483,Smart Phone,62355766,Apple,Iphone 6,16-07-2017,15-06-2021,No,No,Yes,Good,15.53,Average
8484,Smart Phone,53306548,Blackberry,Q10,16-10-2014,21-05-2021,No,No,No,Good,9.67,Good
8485,Smart Phone,36207190,Samsung,Galaxy A8s,07-06-2017,14-07-2021,No,No,No,Average,8.46,Poor
8486,Smart Phone,36823260,Apple,Iphone SE,25-05-2015,25-05-2021,No,Yes,No,Poor,4.6,Average
8487,Smart Phone,63518771,Oppo,A3s,21-01-2017,26-02-2021,Yes,No,Yes,Good,4.48,Average
8488,Smart Phone,51922900,Nokia,X20,10-10-2018,05-04-2021,No,Yes,No,Average,1.91,Poor
8489,Feature Phone,85326637,Nokia,225,19-07-2017,31-01-2021,No,No,No,Poor,2.75,Average
8490,Smart Phone,77286178,Samsung,Galaxy A6,23-08-2017,16-03-2021,No,No,No,Good,14.87,Average
8491,Laptop,64912820,HP,Pavilion,05-05-2018,18-04-2021,No,No,No,Average,8.79,Average
8492,Feature Phone,24015240,Nokia,8000,22-09-2014,29-05-2021,No,Yes,No,Average,9.53,Good
8493,Laptop,2274805,HP,Probook,24-12-2017,30-07-2021,No,Yes,No,Good,19.46,Average
8494,Smart Phone,89981498,Nokia,X100,12-09-2015,13-02-2021,No,No,No,Poor,1.64,Average
8495,Smart Phone,67837939,Nokia,T20,19-12-2014,06-07-2021,Yes,No,Yes,Average,2.84,Good
8496,Feature Phone,94386080,Nokia,125,24-04-2020,26-03-2021,Yes,Yes,Yes,Good,2.73,Good
8497,Laptop,28549543,Lenovo,ThinkPad,04-09-2014,16-06-2021,No,No,Yes,Good,6.67,Average
8498,Feature Phone,38362903,Samsung,225,11-08-2018,15-07-2021,No,Yes,Yes,Average,1.68,Average
8499,Feature Phone,31508858,Samsung,225,25-10-2020,31-07-2021,Yes,No,Yes,Poor,3.25,Average
8500,Laptop,83970252,HP,EliteBook,04-11-2016,05-04-2021,No,Yes,No,Poor,2.82,Average
8501,Smart Phone,93277358,OnePlus,OnePlus 8,29-07-2018,29-05-2021,No,Yes,No,Good,5.23,Average
8502,Laptop,60138354,Dell,Vostro,16-03-2014,19-07-2021,No,No,No,Average,9.15,Poor
8503,Laptop,87656978,HP,EliteBook,08-11-2015,27-03-2021,Yes,Yes,Yes,Poor,4.75,Average
8504,Smart Phone,98919253,Apple,Iphone 7,05-07-2018,07-08-2021,No,No,No,Average,7.2,Average
8505,Feature Phone,44354480,Nokia,5310,27-11-2020,16-04-2021,Yes,Yes,Yes,Poor,1.15,Good
8506,Smart Phone,63519792,Apple,Iphone 13,21-09-2016,04-08-2021,Yes,No,Yes,Poor,1.7,Average
8507,Smart Phone,56078152,Apple,Iphone X,18-01-2014,08-05-2021,No,Yes,No,Poor,1.45,Average
8508,Smart Phone,30716704,Oppo,Joy,25-09-2017,08-06-2021,No,No,No,Poor,3.13,Average
8509,Feature Phone,14624889,Samsung,5310,21-03-2017,19-01-2021,No,Yes,No,Poor,4.33,Poor
8510,Laptop,99984533,HP,Pavilion,18-02-2019,20-01-2021,No,Yes,No,Poor,3.9,Average
8511,Feature Phone,4766933,Samsung,215,04-12-2014,08-08-2021,No,Yes,Yes,Average,9.6,Average
8512,Smart Phone,22152176,Samsung,Galaxy S9,03-12-2019,03-07-2021,No,Yes,No,Poor,1.63,Average
8513,Smart Phone,97022237,OnePlus,OnePlus 6T,20-09-2018,12-04-2021,Yes,Yes,Yes,Poor,2.4,Poor
8514,Laptop,91054203,Dell,Inspiron,01-04-2020,19-02-2021,No,Yes,Yes,Poor,2.27,Good
8515,Smart Phone,87175721,Samsung,Galaxy A6,13-05-2014,01-07-2021,Yes,No,Yes,Average,9.17,Average
8516,Smart Phone,28350941,Apple,Iphone SE,29-06-2017,21-05-2021,No,Yes,Yes,Poor,2.16,Poor
8517,Laptop,69097119,Apple,ProBook,20-11-2019,18-01-2021,Yes,No,Yes,Average,6.36,Average
8518,Feature Phone,34169469,Nokia,225,27-03-2019,11-02-2021,Yes,No,Yes,Average,8.98,Good
8519,Laptop,73816485,Apple,ProBook,02-04-2020,02-03-2021,No,No,No,Average,8.82,Poor
8520,Laptop,16924031,Lenovo,ThinkPad,17-02-2015,24-06-2021,No,Yes,Yes,Average,8.9,Poor
8521,Laptop,10694282,Dell,Inspiron,06-09-2014,05-01-2021,Yes,Yes,Yes,Good,13.3,Average
8522,Feature Phone,86749169,Nokia,225,18-02-2020,23-06-2021,No,No,No,Poor,3.14,Average
8523,Feature Phone,16703490,Samsung,225,06-08-2015,04-06-2021,No,Yes,No,Good,12.16,Average
8524,Smart Phone,97346807,OnePlus,OnePlus 7pro,21-01-2016,28-03-2021,No,Yes,Yes,Poor,1.12,Average
8525,Laptop,13596460,Dell,Vostro,23-06-2016,23-02-2021,No,No,No,Average,8.94,Average
8526,Laptop,86435628,Apple,ProBook,29-03-2015,22-04-2021,No,Yes,No,Poor,2.56,Average
8527,Feature Phone,65144497,Nokia,8000,12-01-2014,16-03-2021,Yes,No,Yes,Average,2.8,Good
8528,Smart Phone,33329550,Oppo,Neo,02-02-2014,21-01-2021,Yes,Yes,Yes,Average,1.25,Average
8529,Smart Phone,62342193,Blackberry,Passport,14-11-2020,20-07-2021,No,Yes,Yes,Good,4.82,Average
8530,Smart Phone,88465616,Samsung,Galaxy A8s,15-08-2017,15-05-2021,No,No,No,Good,16.59,Poor
8531,Feature Phone,10824672,Samsung,215,16-09-2018,25-07-2021,No,Yes,Yes,Poor,2.64,Good
8532,Smart Phone,68609092,Oppo,Joy,26-05-2017,07-03-2021,No,Yes,Yes,Average,9.65,Average
8533,Laptop,76850875,Apple,MacBook,13-07-2016,21-05-2021,No,Yes,No,Poor,4.9,Good
8534,Feature Phone,66651604,Samsung,8000,24-05-2017,13-06-2021,No,Yes,No,Good,18.92,Average
8535,Laptop,60228758,Dell,Vostro,27-01-2015,30-05-2021,No,Yes,No,Poor,1.8,Average
8536,Feature Phone,5667130,Nokia,215,31-07-2019,27-06-2021,Yes,Yes,Yes,Average,4.54,Poor
8537,Laptop,74395972,Dell,Inspiron,08-06-2019,28-01-2021,No,No,No,Good,2.16,Good
8538,Laptop,42132691,HP,Probook,04-11-2019,06-05-2021,No,No,No,Poor,1.59,Poor
8539,Feature Phone,99831172,Samsung,225,09-01-2018,08-04-2021,No,No,No,Good,10.53,Poor
8540,Feature Phone,13432218,Samsung,5310,17-07-2017,14-05-2021,No,Yes,No,Poor,1.78,Good
8541,Laptop,61624405,Lenovo,Ideapad,25-05-2019,24-02-2021,No,Yes,No,Good,17.1,Good
8542,Laptop,68078157,HP,Pavilion,02-01-2019,27-01-2021,Yes,Yes,Yes,Poor,4.44,Poor
8543,Laptop,28425816,Lenovo,ThinkPad,28-03-2018,08-05-2021,Yes,No,Yes,Average,7.8,Poor
8544,Laptop,2859781,Apple,ProBook,26-11-2018,02-07-2021,No,No,No,Poor,2.56,Poor
8545,Smart Phone,78647558,OnePlus,OnePlus nord,18-09-2017,13-02-2021,Yes,No,Yes,Poor,4.48,Average
8546,Feature Phone,86707213,Samsung,8000,05-06-2016,17-03-2021,Yes,Yes,Yes,Average,2.49,Good
8547,Laptop,6379957,HP,Probook,16-01-2018,09-03-2021,No,No,No,Poor,1.11,Average
8548,Smart Phone,82353049,Samsung,Galaxy A8s,02-07-2020,11-05-2021,No,No,No,Average,5.19,Poor
8549,Laptop,55851640,HP,EliteBook,15-08-2015,07-06-2021,No,Yes,No,Poor,1.3,Good
8550,Laptop,30135819,HP,Probook,29-09-2019,28-05-2021,No,No,No,Average,5.52,Average
8551,Smart Phone,69503559,OnePlus,OnePlus 7pro,04-09-2019,16-06-2021,No,Yes,No,Poor,1.41,Good
8552,Feature Phone,87678215,Nokia,8000,24-04-2014,26-02-2021,No,Yes,No,Good,3.28,Good
8553,Feature Phone,29228782,Nokia,5310,13-07-2017,23-02-2021,Yes,No,Yes,Good,12.78,Poor
8554,Laptop,73152699,Lenovo,ThinkPad,16-07-2016,07-05-2021,No,Yes,Yes,Average,4.3,Poor
8555,Smart Phone,35943006,Blackberry,Keyone,25-10-2019,11-06-2021,No,No,Yes,Poor,2.21,Poor
8556,Feature Phone,2436951,Samsung,125,30-09-2016,17-04-2021,No,No,No,Average,3.1,Average
8557,Feature Phone,68288808,Samsung,225,08-01-2014,15-02-2021,Yes,No,Yes,Average,5.3,Good
8558,Feature Phone,91434579,Nokia,8000,17-04-2015,27-07-2021,No,Yes,Yes,Good,3.18,Average
8559,Feature Phone,65824894,Samsung,125,31-05-2017,07-05-2021,No,Yes,No,Good,7.56,Poor
8560,Laptop,96722817,Lenovo,ThinkPad,11-03-2017,07-08-2021,No,No,No,Average,7.59,Average
8561,Laptop,18360721,HP,Pavilion,29-08-2018,09-01-2021,Yes,Yes,Yes,Poor,2.48,Good
8562,Laptop,83556326,Dell,Vostro,25-06-2016,02-07-2021,No,Yes,No,Poor,1.31,Average
8563,Smart Phone,17535663,Samsung,Galaxy A6,30-03-2019,29-04-2021,No,No,No,Good,2.94,Average
8564,Smart Phone,781428,Oppo,Find 7,13-10-2015,29-03-2021,No,No,No,Average,1.21,Good
8565,Laptop,83195273,HP,Pavilion,24-02-2018,25-01-2021,No,Yes,No,Good,19.8,Poor
8566,Smart Phone,23862975,Apple,Iphone XS,22-11-2016,01-05-2021,Yes,Yes,Yes,Average,4.69,Poor
8567,Smart Phone,8480552,Oppo,Find 7,20-03-2015,01-07-2021,No,No,Yes,Poor,4.75,Poor
8568,Feature Phone,96082409,Nokia,5310,01-08-2015,19-04-2021,No,Yes,Yes,Good,11.55,Good
8569,Laptop,64849867,Lenovo,ThinkPad,21-09-2018,25-07-2021,No,No,Yes,Average,3.6,Good
8570,Smart Phone,76363252,Oppo,A52,13-06-2020,10-03-2021,No,No,No,Average,6.48,Poor
8571,Laptop,26039985,Lenovo,Ideapad,13-06-2014,28-03-2021,Yes,No,Yes,Poor,1.54,Poor
8572,Feature Phone,36094509,Samsung,8000,19-10-2017,27-05-2021,No,Yes,No,Good,16.2,Average
8573,Feature Phone,98711437,Nokia,215,02-03-2015,01-02-2021,No,No,No,Poor,2.81,Poor
8574,Laptop,13101602,Apple,MacBook,11-02-2017,11-05-2021,No,Yes,No,Good,17.95,Average
8575,Feature Phone,86691888,Nokia,215,16-05-2019,06-04-2021,Yes,Yes,Yes,Poor,2.2,Average
8576,Smart Phone,9830639,Nokia,X20,01-03-2015,19-05-2021,No,Yes,Yes,Poor,4.4,Good
8577,Feature Phone,50533848,Samsung,125,29-08-2015,22-01-2021,No,No,No,Poor,1.51,Average
8578,Feature Phone,41392058,Samsung,215,01-11-2016,18-03-2021,No,No,Yes,Average,7.77,Poor
8579,Feature Phone,65955628,Samsung,8000,21-05-2018,15-06-2021,Yes,Yes,Yes,Good,14.41,Average
8580,Smart Phone,22388346,Oppo,A11k,06-09-2018,07-06-2021,No,Yes,No,Good,2.5,Poor
8581,Smart Phone,91475145,Nokia,XR20,05-12-2018,11-06-2021,No,No,Yes,Average,1.99,Average
8582,Smart Phone,93826228,OnePlus,OnePlus 8,05-12-2014,14-02-2021,Yes,No,Yes,Good,9.24,Poor
8583,Laptop,35052999,Lenovo,ThinkPad,23-09-2018,30-07-2021,No,Yes,No,Average,6.3,Good
8584,Laptop,77456144,HP,Pavilion,19-09-2019,27-06-2021,Yes,No,Yes,Poor,2.71,Average
8585,Laptop,21454615,Dell,Inspiron,01-09-2014,15-01-2021,No,Yes,No,Poor,1.2,Good
8586,Feature Phone,39844309,Samsung,5310,08-05-2019,10-05-2021,No,No,No,Average,7.41,Poor
8587,Feature Phone,80231103,Nokia,8000,31-07-2017,17-03-2021,No,Yes,No,Poor,4.36,Poor
8588,Laptop,37964061,HP,Pavilion,25-10-2016,14-03-2021,No,Yes,No,Good,3.26,Poor
8589,Laptop,89064986,HP,Probook,18-10-2018,29-01-2021,No,Yes,No,Good,17.68,Poor
8590,Laptop,33078977,HP,EliteBook,07-10-2018,12-06-2021,No,Yes,No,Good,14.52,Average
8591,Feature Phone,72881033,Samsung,6300,30-04-2020,03-03-2021,No,No,No,Good,9.63,Average
8592,Smart Phone,7104527,OnePlus,OnePlus 9R,07-01-2020,26-07-2021,No,Yes,No,Poor,2.23,Good
8593,Feature Phone,48829243,Samsung,5310,14-03-2019,20-07-2021,Yes,Yes,Yes,Poor,3.95,Poor
8594,Feature Phone,82224486,Nokia,215,11-04-2017,01-06-2021,No,Yes,Yes,Poor,4.94,Average
8595,Feature Phone,15385505,Samsung,6300,01-12-2015,01-04-2021,Yes,Yes,Yes,Average,3.24,Average
8596,Feature Phone,35773061,Nokia,6300,15-12-2018,15-05-2021,No,Yes,No,Poor,4.39,Poor
8597,Smart Phone,52001192,Apple,Iphone 5S,12-12-2017,03-01-2021,No,Yes,No,Average,5.5,Good
8598,Smart Phone,56705713,Nokia,XR20,12-02-2020,13-07-2021,Yes,Yes,Yes,Average,7.24,Good
8599,Smart Phone,83412059,Blackberry,Q5,07-12-2017,23-02-2021,No,Yes,No,Average,1.13,Poor
8600,Laptop,47177086,Lenovo,ThinkPad,02-07-2016,11-03-2021,No,Yes,Yes,Poor,4.72,Poor
8601,Smart Phone,36824403,Oppo,Neo,03-04-2015,04-06-2021,Yes,Yes,Yes,Average,7.41,Average
8602,Feature Phone,11178521,Nokia,8000,26-11-2015,06-03-2021,No,No,Yes,Good,18.3,Good
8603,Smart Phone,94711608,Nokia,X20,04-02-2017,20-05-2021,No,No,No,Poor,3.86,Good
8604,Laptop,44510886,HP,Probook,02-10-2020,21-01-2021,No,Yes,Yes,Poor,1.71,Good
8605,Laptop,81113705,Dell,Vostro,10-03-2014,23-07-2021,No,No,No,Poor,1.81,Good
8606,Feature Phone,39301321,Samsung,125,25-04-2015,17-02-2021,Yes,Yes,Yes,Good,9.67,Poor
8607,Feature Phone,85265738,Samsung,125,02-02-2018,29-06-2021,No,No,No,Good,1.25,Good
8608,Smart Phone,91225177,OnePlus,OnePlus 8,10-04-2015,15-07-2021,No,Yes,Yes,Poor,3.31,Poor
8609,Laptop,87908718,HP,EliteBook,02-04-2019,21-06-2021,Yes,No,Yes,Poor,4.91,Good
8610,Feature Phone,22280008,Samsung,8000,20-01-2020,13-02-2021,No,No,No,Good,3.42,Good
8611,Smart Phone,62579681,OnePlus,OnePlus 6T,10-02-2014,15-02-2021,Yes,Yes,Yes,Average,8.27,Good
8612,Smart Phone,25186932,OnePlus,OnePlus 7pro,05-09-2016,01-01-2021,Yes,Yes,Yes,Good,13.1,Average
8613,Smart Phone,57990774,Blackberry,Leap,26-05-2020,15-06-2021,No,Yes,No,Poor,4.7,Average
8614,Feature Phone,81572250,Samsung,225,19-06-2019,08-02-2021,No,No,Yes,Average,4.13,Average
8615,Smart Phone,14251351,Samsung,Galaxy Note 9,01-08-2020,04-02-2021,No,No,No,Poor,4.9,Average
8616,Smart Phone,42024057,Blackberry,Q10,04-10-2020,23-02-2021,No,No,No,Average,1.44,Poor
8617,Feature Phone,24369602,Samsung,8000,27-05-2015,10-01-2021,No,Yes,Yes,Good,14.46,Average
8618,Feature Phone,34007174,Samsung,8000,07-07-2019,07-05-2021,Yes,No,Yes,Average,3.63,Poor
8619,Smart Phone,92350526,OnePlus,OnePlus 6T,23-07-2014,22-01-2021,No,Yes,Yes,Average,8.63,Good
8620,Laptop,72127520,Dell,Vostro,16-10-2018,27-05-2021,No,Yes,Yes,Good,19.58,Average
8621,Laptop,25646146,Apple,MacBook,07-11-2020,19-06-2021,No,Yes,No,Average,6.1,Good
8622,Feature Phone,10401859,Nokia,8000,28-09-2020,20-03-2021,No,Yes,No,Poor,4.87,Good
8623,Smart Phone,60807229,Apple,Iphone 5,02-09-2018,08-04-2021,No,Yes,No,Good,13.59,Poor
8624,Smart Phone,98042890,Nokia,G300,30-10-2020,22-04-2021,No,No,Yes,Poor,4.26,Good
8625,Smart Phone,69388101,OnePlus,OnePlus 6T,14-04-2016,27-07-2021,Yes,Yes,Yes,Average,8.54,Poor
8626,Smart Phone,39981745,Nokia,G300,19-10-2014,29-03-2021,No,Yes,No,Poor,2.6,Average
8627,Smart Phone,9216259,Oppo,N1,16-01-2017,12-04-2021,No,No,No,Poor,1.74,Poor
8628,Feature Phone,55653527,Samsung,225,14-08-2015,07-03-2021,No,No,Yes,Average,4.35,Average
8629,Smart Phone,98487028,Nokia,G50,27-01-2014,26-04-2021,No,Yes,No,Good,12.97,Average
8630,Laptop,18448306,Dell,Vostro,20-09-2020,27-02-2021,Yes,Yes,Yes,Poor,1.1,Poor
8631,Laptop,22022042,HP,Probook,25-04-2020,23-02-2021,Yes,Yes,Yes,Good,10.7,Good
8632,Laptop,42059028,Lenovo,ThinkPad,07-03-2015,14-04-2021,No,Yes,No,Poor,2.89,Good
8633,Feature Phone,5612376,Samsung,225,13-12-2017,21-04-2021,Yes,Yes,Yes,Good,6.6,Good
8634,Laptop,46395085,Dell,Vostro,21-02-2019,11-05-2021,Yes,No,Yes,Poor,2.54,Poor
8635,Laptop,49131628,Dell,Inspiron,26-03-2020,22-07-2021,No,Yes,Yes,Average,3.63,Good
8636,Laptop,42736912,HP,Pavilion,24-04-2015,05-03-2021,No,Yes,No,Poor,3.13,Good
8637,Laptop,65437773,HP,Pavilion,29-07-2015,10-04-2021,No,Yes,No,Poor,3.77,Average
8638,Smart Phone,15023711,OnePlus,OnePlus nord,13-10-2019,12-01-2021,Yes,Yes,Yes,Average,2.56,Good
8639,Feature Phone,91852687,Nokia,8000,27-09-2017,26-04-2021,No,Yes,No,Good,19.44,Good
8640,Smart Phone,16964440,Oppo,A3s,06-10-2015,14-07-2021,No,Yes,No,Average,7.3,Poor
8641,Laptop,42635956,Lenovo,ThinkPad,16-05-2017,17-03-2021,No,No,No,Poor,1.36,Poor
8642,Smart Phone,75202187,Nokia,G50,24-02-2016,14-06-2021,Yes,Yes,Yes,Good,14.82,Poor
8643,Laptop,58679975,Dell,Inspiron,07-07-2017,08-06-2021,No,Yes,Yes,Poor,1.89,Poor
8644,Laptop,91708717,HP,EliteBook,15-11-2017,20-07-2021,No,No,No,Good,5.4,Average
8645,Smart Phone,95408767,Oppo,Neo,31-07-2016,26-05-2021,No,Yes,No,Average,9.26,Average
8646,Feature Phone,12717064,Samsung,125,19-01-2016,01-06-2021,No,No,Yes,Average,4.25,Average
8647,Smart Phone,13038588,Samsung,Galaxy A6,24-07-2014,31-05-2021,No,No,Yes,Average,9.84,Average
8648,Feature Phone,88980171,Nokia,8000,12-05-2015,29-05-2021,No,No,Yes,Poor,2.38,Good
8649,Feature Phone,65357675,Nokia,215,09-01-2017,09-03-2021,No,No,Yes,Poor,1.32,Good
8650,Feature Phone,71743622,Nokia,125,21-08-2017,13-07-2021,No,Yes,No,Average,5.6,Average
8651,Laptop,19180502,HP,EliteBook,11-12-2015,24-07-2021,No,No,No,Good,17.33,Poor
8652,Laptop,38735042,Dell,Vostro,27-04-2018,18-05-2021,No,Yes,Yes,Average,7.37,Good
8653,Smart Phone,95043005,Oppo,R1,26-12-2019,25-06-2021,No,Yes,Yes,Average,7.14,Average
8654,Smart Phone,62817356,Oppo,Neo,01-10-2019,24-06-2021,No,Yes,No,Average,3.32,Average
8655,Laptop,34135815,Apple,ProBook,31-07-2016,11-04-2021,No,No,No,Good,10.83,Poor
8656,Smart Phone,23659094,Nokia,XR20,15-05-2019,01-08-2021,No,No,No,Poor,1.42,Good
8657,Laptop,55396837,HP,Probook,18-02-2017,02-03-2021,No,Yes,No,Good,6.24,Average
8658,Feature Phone,25340440,Samsung,215,19-06-2014,28-07-2021,Yes,No,Yes,Good,4.89,Good
8659,Feature Phone,51351335,Samsung,5310,22-09-2017,13-01-2021,Yes,No,Yes,Average,4.26,Good
8660,Laptop,10372074,Apple,MacBook,02-10-2019,27-07-2021,No,No,No,Good,14.21,Average
8661,Feature Phone,13199975,Samsung,225,21-10-2018,06-07-2021,No,No,No,Good,17.94,Good
8662,Feature Phone,48374248,Samsung,215,03-01-2020,11-06-2021,No,Yes,Yes,Average,6.58,Average
8663,Smart Phone,87934137,Nokia,X10,24-01-2017,04-05-2021,No,No,No,Average,1.71,Good
8664,Laptop,26208565,Apple,ProBook,12-02-2018,10-07-2021,No,No,Yes,Good,7.55,Poor
8665,Feature Phone,37865757,Nokia,5310,06-02-2017,12-03-2021,Yes,Yes,Yes,Poor,1.7,Poor
8666,Feature Phone,15523242,Samsung,8000,26-09-2020,21-01-2021,No,No,No,Average,8.35,Good
8667,Feature Phone,30746220,Nokia,225,25-04-2014,04-01-2021,Yes,Yes,Yes,Poor,3.98,Good
8668,Laptop,87032918,Lenovo,Ideapad,04-09-2016,18-03-2021,No,Yes,Yes,Poor,2.36,Poor
8669,Laptop,92261976,Dell,Inspiron,03-07-2020,09-03-2021,No,Yes,No,Good,16.8,Good
8670,Smart Phone,13475468,Apple,Iphone 11,07-08-2014,23-04-2021,Yes,No,Yes,Poor,3.21,Average
8671,Smart Phone,58743287,Nokia,C20 Plus,10-08-2019,26-01-2021,No,No,No,Good,14.17,Poor
8672,Laptop,38601330,Lenovo,ThinkPad,29-04-2018,01-05-2021,No,No,No,Average,8.43,Average
8673,Smart Phone,76083174,OnePlus,OnePlus 7T,03-02-2017,18-06-2021,No,Yes,No,Average,8.51,Average
8674,Smart Phone,10235294,Apple,Iphone 12,08-10-2018,28-02-2021,No,Yes,No,Good,17.66,Good
8675,Feature Phone,36266227,Nokia,5310,26-04-2020,24-02-2021,Yes,No,Yes,Poor,3.64,Poor
8676,Feature Phone,24450089,Nokia,215,19-11-2020,23-06-2021,No,Yes,No,Average,2.55,Good
8677,Feature Phone,42731153,Samsung,5310,27-10-2014,29-06-2021,No,No,No,Good,19.2,Average
8678,Feature Phone,9211322,Nokia,125,12-05-2019,12-02-2021,No,Yes,Yes,Good,2.64,Average
8679,Feature Phone,71145464,Nokia,215,29-04-2017,08-03-2021,No,Yes,No,Average,2.85,Good
8680,Feature Phone,79257442,Samsung,8000,12-09-2017,04-03-2021,No,No,Yes,Average,8.18,Good
8681,Smart Phone,89167878,Apple,Iphone XS,12-02-2015,28-02-2021,No,No,Yes,Good,18.82,Average
8682,Smart Phone,26164991,Apple,Iphone XS,17-04-2020,06-04-2021,Yes,Yes,Yes,Poor,3.97,Average
8683,Feature Phone,11619536,Samsung,225,17-06-2019,09-03-2021,No,Yes,No,Good,4.57,Poor
8684,Smart Phone,57057491,OnePlus,OnePlus 6,08-09-2015,04-07-2021,No,Yes,No,Good,6.91,Average
8685,Smart Phone,63724189,Samsung,Galaxy A8s,12-10-2015,27-06-2021,No,Yes,No,Good,11.62,Poor
8686,Laptop,50348206,Apple,MacBook,21-06-2018,01-03-2021,No,Yes,No,Average,9.95,Poor
8687,Laptop,45021312,Apple,ProBook,10-05-2016,14-03-2021,Yes,No,Yes,Average,4.88,Good
8688,Feature Phone,73482253,Nokia,5310,01-03-2018,30-03-2021,No,No,Yes,Good,8.86,Poor
8689,Laptop,80303077,HP,EliteBook,20-07-2016,28-01-2021,No,No,Yes,Average,6.72,Good
8690,Smart Phone,5688746,Samsung,Galaxy J7 duo,04-09-2017,23-04-2021,No,Yes,Yes,Good,8.65,Average
8691,Laptop,17202251,HP,EliteBook,08-05-2015,05-01-2021,Yes,No,Yes,Poor,2.42,Average
8692,Laptop,67169863,Apple,ProBook,21-07-2016,03-07-2021,Yes,No,Yes,Poor,3.6,Good
8693,Smart Phone,75348014,Nokia,X20,13-04-2014,28-02-2021,No,No,Yes,Average,1.74,Good
8694,Feature Phone,46904690,Samsung,8000,09-05-2016,07-06-2021,Yes,No,Yes,Good,7.7,Average
8695,Feature Phone,69065019,Nokia,6300,28-06-2017,10-02-2021,No,No,No,Good,4.8,Poor
8696,Laptop,94186345,Dell,Inspiron,27-10-2019,10-07-2021,No,No,No,Average,3.39,Average
8697,Smart Phone,22552587,Nokia,C20 Plus,09-05-2017,26-02-2021,Yes,No,Yes,Poor,3.27,Poor
8698,Feature Phone,92052383,Samsung,5310,12-06-2014,15-03-2021,Yes,No,Yes,Average,4.13,Average
8699,Smart Phone,47137073,OnePlus,OnePlus 9R,06-06-2020,03-01-2021,No,No,Yes,Average,8.64,Poor
8700,Laptop,76843761,Apple,MacBook,06-09-2017,26-02-2021,Yes,Yes,Yes,Average,5.71,Poor
8701,Laptop,16046603,HP,Pavilion,23-09-2017,30-01-2021,No,No,No,Average,7.2,Poor
8702,Laptop,80790273,Dell,Inspiron,17-01-2020,06-08-2021,No,Yes,Yes,Good,19.23,Average
8703,Feature Phone,96421543,Samsung,5310,14-04-2017,06-07-2021,Yes,No,Yes,Average,3.94,Good
8704,Laptop,35955795,Apple,MacBook,01-09-2020,09-01-2021,No,No,No,Good,18.75,Poor
8705,Smart Phone,89923801,Oppo,Find 7,06-11-2014,02-06-2021,No,No,No,Poor,1.8,Average
8706,Feature Phone,57695969,Nokia,125,25-02-2018,13-05-2021,Yes,Yes,Yes,Poor,1.88,Average
8707,Feature Phone,10483701,Nokia,215,25-04-2019,25-07-2021,Yes,No,Yes,Poor,4.45,Good
8708,Feature Phone,86382236,Nokia,6300,05-05-2016,06-01-2021,No,Yes,Yes,Good,12.57,Poor
8709,Feature Phone,30083165,Samsung,225,14-03-2014,16-02-2021,No,Yes,Yes,Average,8.35,Good
8710,Laptop,87588804,Apple,MacBook,23-12-2014,29-07-2021,No,Yes,No,Poor,4.65,Poor
8711,Feature Phone,73518327,Nokia,5310,01-11-2018,26-01-2021,No,Yes,Yes,Average,1.25,Poor
8712,Laptop,77794680,Dell,Vostro,02-05-2015,22-03-2021,No,No,No,Average,6.82,Average
8713,Smart Phone,39641809,Samsung,Galaxy J7 duo,17-12-2020,08-08-2021,No,Yes,No,Average,6.2,Good
8714,Smart Phone,53006691,Oppo,N1,08-01-2016,27-01-2021,No,Yes,No,Average,6.15,Poor
8715,Smart Phone,39518781,Blackberry,Curve,24-08-2016,25-04-2021,Yes,No,Yes,Poor,4.47,Poor
